KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,総数,農林漁業就業者世帯,農林漁業・非農林漁業就業者混合世帯,非農林漁業就業者世帯,非就業者世帯,分類不能の世帯
23101,1,名古屋市千種区,,0,,,86205,38,53,49242,34947,1925
231010010,3,名古屋市千種区,青柳町,0,,,471,-,-,268,186,17
23101001005,4,名古屋市千種区,青柳町五丁目,0,,,66,-,-,40,25,1
23101001006,4,名古屋市千種区,青柳町六丁目,0,,,216,-,-,116,88,12
23101001007,4,名古屋市千種区,青柳町七丁目,0,,,189,-,-,112,73,4
231010020,3,名古屋市千種区,赤坂町,0,,,982,-,1,659,308,14
23101002001,4,名古屋市千種区,赤坂町一丁目,0,,,311,-,1,209,98,3
23101002002,4,名古屋市千種区,赤坂町二丁目,0,,,138,-,-,97,38,3
23101002003,4,名古屋市千種区,赤坂町三丁目,0,,,119,-,-,80,37,2
23101002004,4,名古屋市千種区,赤坂町四丁目,0,,,194,-,-,126,65,3
23101002005,4,名古屋市千種区,赤坂町五丁目,0,,,117,-,-,75,42,-
23101002006,4,名古屋市千種区,赤坂町六丁目,0,,,90,-,-,63,24,3
23101002007,4,名古屋市千種区,赤坂町七丁目,0,,,13,-,-,9,4,-
231010030,3,名古屋市千種区,揚羽町,0,,,529,-,2,328,193,6
23101003001,4,名古屋市千種区,揚羽町一丁目,0,,,359,-,2,209,144,4
23101003002,4,名古屋市千種区,揚羽町二丁目,0,,,170,-,-,119,49,2
231010040,3,名古屋市千種区,朝岡町,0,,,768,1,-,394,362,11
23101004001,4,名古屋市千種区,朝岡町一丁目,0,,,285,1,-,133,147,4
23101004002,4,名古屋市千種区,朝岡町二丁目,0,,,145,-,-,61,83,1
23101004003,4,名古屋市千種区,朝岡町三丁目,0,,,338,-,-,200,132,6
231010050,3,名古屋市千種区,池上町,0,,,353,1,-,204,139,9
23101005001,4,名古屋市千種区,池上町一丁目,0,,,132,-,-,71,61,-
23101005002,4,名古屋市千種区,池上町二丁目,0,,,179,1,-,112,59,7
23101005003,4,名古屋市千種区,池上町三丁目,0,,,42,-,-,21,19,2
231010060,2,名古屋市千種区,池下町,0,,,440,-,-,242,192,6
231010070,3,名古屋市千種区,池下,0,,,649,-,-,283,356,10
23101007091,4,名古屋市千種区,池下一丁目,0,,,607,-,-,263,336,8
23101007092,4,名古屋市千種区,池下二丁目,0,,,42,-,-,20,20,2
231010090,3,名古屋市千種区,池園町,0,,,369,1,-,217,145,6
23101009001,4,名古屋市千種区,池園町一丁目,0,,,114,-,-,73,40,1
23101009002,4,名古屋市千種区,池園町二丁目,0,,,255,1,-,144,105,5
231010100,3,名古屋市千種区,猪高町大字猪子石,0,,,93,-,-,55,37,1
23101010010,4,名古屋市千種区,猪高町大字猪子石字猪々道,0,,,65,-,-,38,27,-
23101010020,4,名古屋市千種区,猪高町大字猪子石字山之端,0,,,28,-,-,17,10,1
231010110,3,名古屋市千種区,稲舟通,0,,,199,-,-,107,89,3
23101011001,4,名古屋市千種区,稲舟通一丁目,0,,,152,-,-,77,74,1
23101011002,4,名古屋市千種区,稲舟通二丁目,0,,,47,-,-,30,15,2
231010120,2,名古屋市千種区,井上町,0,,,198,-,-,92,105,1
231010130,3,名古屋市千種区,今池,0,,,6788,3,1,3433,3228,123
23101013091,4,名古屋市千種区,今池一丁目,0,,,1117,2,-,612,492,11
23101013092,4,名古屋市千種区,今池二丁目,0,,,947,-,1,468,461,17
23101013093,4,名古屋市千種区,今池三丁目,0,,,1561,-,-,758,774,29
23101013094,4,名古屋市千種区,今池四丁目,0,,,859,-,-,474,357,28
23101013095,4,名古屋市千種区,今池五丁目,0,,,2304,1,-,1121,1144,38
231010180,2,名古屋市千種区,今池南,0,,,1377,1,-,746,598,32
231010190,3,名古屋市千種区,上野,0,,,873,1,-,530,320,22
23101019091,4,名古屋市千種区,上野一丁目,0,,,199,1,-,123,71,4
23101019092,4,名古屋市千種区,上野二丁目,0,,,212,-,-,124,82,6
23101019093,4,名古屋市千種区,上野三丁目,0,,,462,-,-,283,167,12
231010220,3,名古屋市千種区,内山,0,,,3430,-,2,1782,1546,100
23101022091,4,名古屋市千種区,内山一丁目,0,,,1069,-,1,628,381,59
23101022092,4,名古屋市千種区,内山二丁目,0,,,834,-,-,457,363,14
23101022093,4,名古屋市千種区,内山三丁目,0,,,1527,-,1,697,802,27
231010250,3,名古屋市千種区,大久手町,0,,,287,-,1,158,124,4
23101025005,4,名古屋市千種区,大久手町五丁目,0,,,86,-,-,41,42,3
23101025006,4,名古屋市千種区,大久手町六丁目,0,,,118,-,-,69,49,-
23101025007,4,名古屋市千種区,大久手町七丁目,0,,,83,-,1,48,33,1
231010260,3,名古屋市千種区,大島町,0,,,604,-,-,381,212,11
23101026001,4,名古屋市千種区,大島町一丁目,0,,,197,-,-,117,77,3
23101026002,4,名古屋市千種区,大島町二丁目,0,,,209,-,-,136,70,3
23101026003,4,名古屋市千種区,大島町三丁目,0,,,103,-,-,68,33,2
23101026004,4,名古屋市千種区,大島町四丁目,0,,,95,-,-,60,32,3
231010270,3,名古屋市千種区,丘上町,0,,,435,-,-,292,132,11
23101027001,4,名古屋市千種区,丘上町一丁目,0,,,199,-,-,144,51,4
23101027002,4,名古屋市千種区,丘上町二丁目,0,,,236,-,-,148,81,7
231010280,3,名古屋市千種区,御棚町,0,,,360,-,1,207,149,3
23101028001,4,名古屋市千種区,御棚町一丁目,0,,,77,-,-,41,36,-
23101028002,4,名古屋市千種区,御棚町二丁目,0,,,138,-,-,78,59,1
23101028003,4,名古屋市千種区,御棚町三丁目,0,,,145,-,1,88,54,2
231010290,3,名古屋市千種区,鏡池通,0,,,239,-,-,127,111,1
23101029001,4,名古屋市千種区,鏡池通一丁目,0,,,41,-,-,26,15,-
23101029002,4,名古屋市千種区,鏡池通二丁目,0,,,20,-,-,10,10,-
23101029003,4,名古屋市千種区,鏡池通三丁目,0,,,70,-,-,38,32,-
23101029004,4,名古屋市千種区,鏡池通四丁目,0,,,108,-,-,53,54,1
231010300,3,名古屋市千種区,覚王山通,0,,,860,-,-,353,485,22
23101030007,4,名古屋市千種区,覚王山通七丁目,0,,,176,-,-,69,100,7
23101030008,4,名古屋市千種区,覚王山通八丁目,0,,,480,-,-,169,304,7
23101030009,4,名古屋市千種区,覚王山通九丁目,0,,,204,-,-,115,81,8
231010310,3,名古屋市千種区,霞ケ丘,0,,,639,-,-,303,321,15
23101031091,4,名古屋市千種区,霞ケ丘一丁目,0,,,162,-,-,93,67,2
23101031092,4,名古屋市千種区,霞ケ丘二丁目,0,,,477,-,-,210,254,13
231010320,3,名古屋市千種区,香流橋,0,,,490,-,-,347,129,14
23101032091,4,名古屋市千種区,香流橋一丁目,0,,,174,-,-,123,47,4
23101032092,4,名古屋市千種区,香流橋二丁目,0,,,316,-,-,224,82,10
231010340,3,名古屋市千種区,鹿子町,0,,,975,2,1,634,321,17
23101034001,4,名古屋市千種区,鹿子町一丁目,0,,,94,-,-,60,34,-
23101034002,4,名古屋市千種区,鹿子町二丁目,0,,,64,-,-,40,21,3
23101034003,4,名古屋市千種区,鹿子町三丁目,0,,,166,-,-,98,61,7
23101034004,4,名古屋市千種区,鹿子町四丁目,0,,,130,-,1,86,43,-
23101034005,4,名古屋市千種区,鹿子町五丁目,0,,,261,1,-,179,81,-
23101034006,4,名古屋市千種区,鹿子町六丁目,0,,,137,-,-,88,46,3
23101034007,4,名古屋市千種区,鹿子町七丁目,0,,,123,1,-,83,35,4
231010350,2,名古屋市千種区,鹿子殿,0,,,605,-,1,413,173,18
231010360,3,名古屋市千種区,萱場,0,,,837,-,2,507,307,21
23101036091,4,名古屋市千種区,萱場一丁目,0,,,128,-,-,81,44,3
23101036092,4,名古屋市千種区,萱場二丁目,0,,,709,-,2,426,263,18
231010380,3,名古屋市千種区,唐山町,0,,,960,1,-,595,349,15
23101038001,4,名古屋市千種区,唐山町一丁目,0,,,455,1,-,263,183,8
23101038002,4,名古屋市千種区,唐山町二丁目,0,,,313,-,-,211,99,3
23101038003,4,名古屋市千種区,唐山町三丁目,0,,,192,-,-,121,67,4
231010390,3,名古屋市千種区,川崎町,0,,,196,-,1,118,74,3
23101039001,4,名古屋市千種区,川崎町一丁目,0,,,107,-,-,60,45,2
23101039002,4,名古屋市千種区,川崎町二丁目,0,,,89,-,1,58,29,1
231010400,3,名古屋市千種区,観月町,0,,,566,-,-,344,210,12
23101040001,4,名古屋市千種区,観月町一丁目,0,,,381,-,-,237,137,7
23101040002,4,名古屋市千種区,観月町二丁目,0,,,185,-,-,107,73,5
231010410,2,名古屋市千種区,神田町,0,,,835,-,1,464,350,20
231010420,3,名古屋市千種区,菊坂町,0,,,550,-,-,306,234,10
23101042001,4,名古屋市千種区,菊坂町一丁目,0,,,238,-,-,125,108,5
23101042002,4,名古屋市千種区,菊坂町二丁目,0,,,225,-,-,125,96,4
23101042003,4,名古屋市千種区,菊坂町三丁目,0,,,87,-,-,56,30,1
231010430,3,名古屋市千種区,北千種,0,,,1878,1,3,1425,311,138
23101043091,4,名古屋市千種区,北千種一丁目,0,,,792,1,1,604,151,35
23101043092,4,名古屋市千種区,北千種二丁目,0,,,322,-,-,175,130,17
23101043093,4,名古屋市千種区,北千種三丁目,0,,,764,-,2,646,30,86
231010460,3,名古屋市千種区,希望ケ丘,0,,,791,2,-,327,441,21
23101046091,4,名古屋市千種区,希望ケ丘一丁目,0,,,277,1,-,144,130,2
23101046092,4,名古屋市千種区,希望ケ丘二丁目,0,,,287,-,-,80,193,14
23101046093,4,名古屋市千種区,希望ケ丘三丁目,0,,,106,-,-,52,52,2
23101046094,4,名古屋市千種区,希望ケ丘四丁目,0,,,121,1,-,51,66,3
231010470,3,名古屋市千種区,京命,0,,,1066,4,-,630,411,21
23101047091,4,名古屋市千種区,京命一丁目,0,,,785,4,-,463,300,18
23101047092,4,名古屋市千種区,京命二丁目,0,,,281,-,-,167,111,3
231010490,3,名古屋市千種区,清住町,0,,,1222,-,-,694,514,14
23101049001,4,名古屋市千種区,清住町一丁目,0,,,325,-,-,181,142,2
23101049002,4,名古屋市千種区,清住町二丁目,0,,,621,-,-,376,236,9
23101049003,4,名古屋市千種区,清住町三丁目,0,,,276,-,-,137,136,3
231010500,3,名古屋市千種区,桐林町,0,,,301,-,-,181,115,5
23101050001,4,名古屋市千種区,桐林町一丁目,0,,,147,-,-,105,40,2
23101050002,4,名古屋市千種区,桐林町二丁目,0,,,154,-,-,76,75,3
231010510,3,名古屋市千種区,楠元町,0,,,403,-,-,201,195,7
23101051001,4,名古屋市千種区,楠元町一丁目,0,,,144,-,-,64,74,6
23101051002,4,名古屋市千種区,楠元町二丁目,0,,,259,-,-,137,121,1
231010520,3,名古屋市千種区,幸川町,0,,,255,-,-,136,110,9
23101052001,4,名古屋市千種区,幸川町一丁目,0,,,58,-,-,37,17,4
23101052002,4,名古屋市千種区,幸川町二丁目,0,,,125,-,-,65,57,3
23101052003,4,名古屋市千種区,幸川町三丁目,0,,,72,-,-,34,36,2
231010530,3,名古屋市千種区,向陽町,0,,,855,-,-,530,308,17
23101053001,4,名古屋市千種区,向陽町一丁目,0,,,274,-,-,177,92,5
23101053002,4,名古屋市千種区,向陽町二丁目,0,,,295,-,-,189,100,6
23101053003,4,名古屋市千種区,向陽町三丁目,0,,,286,-,-,164,116,6
231010540,2,名古屋市千種区,向陽,0,,,225,-,-,89,131,5
231010550,3,名古屋市千種区,古出来,0,,,339,-,-,182,147,10
23101055091,4,名古屋市千種区,古出来一丁目,0,,,-,-,-,-,-,-
23101055093,4,名古屋市千種区,古出来三丁目,0,,,339,-,-,182,147,10
231010570,3,名古屋市千種区,小松町,0,,,573,-,-,348,209,16
23101057005,4,名古屋市千種区,小松町五丁目,0,,,129,-,-,78,46,5
23101057006,4,名古屋市千種区,小松町六丁目,0,,,196,-,-,114,76,6
23101057007,4,名古屋市千種区,小松町七丁目,0,,,248,-,-,156,87,5
231010580,2,名古屋市千種区,桜が丘,0,,,678,1,1,424,243,9
231010590,3,名古屋市千種区,山門町,0,,,402,-,-,231,168,3
23101059001,4,名古屋市千種区,山門町一丁目,0,,,186,-,-,111,72,3
23101059002,4,名古屋市千種区,山門町二丁目,0,,,216,-,-,120,96,-
231010600,3,名古屋市千種区,下方町,0,,,803,1,-,463,317,22
23101060001,4,名古屋市千種区,下方町一丁目,0,,,97,-,-,44,49,4
23101060003,4,名古屋市千種区,下方町三丁目,0,,,110,-,-,71,38,1
23101060004,4,名古屋市千種区,下方町四丁目,0,,,111,-,-,64,41,6
23101060005,4,名古屋市千種区,下方町五丁目,0,,,98,-,-,57,37,4
23101060006,4,名古屋市千種区,下方町六丁目,0,,,212,1,-,105,101,5
23101060007,4,名古屋市千種区,下方町七丁目,0,,,175,-,-,122,51,2
231010610,3,名古屋市千種区,自由ケ丘,0,,,1242,1,-,583,625,33
23101061091,4,名古屋市千種区,自由ケ丘一丁目,0,,,335,1,-,131,192,11
23101061092,4,名古屋市千種区,自由ケ丘二丁目,0,,,496,-,-,291,195,10
23101061093,4,名古屋市千種区,自由ケ丘三丁目,0,,,411,-,-,161,238,12
231010620,3,名古屋市千種区,松軒,0,,,772,-,1,406,355,10
23101062091,4,名古屋市千種区,松軒一丁目,0,,,216,-,1,124,87,4
23101062092,4,名古屋市千種区,松軒二丁目,0,,,556,-,-,282,268,6
231010640,3,名古屋市千種区,松竹町,0,,,362,-,-,220,130,12
23101064001,4,名古屋市千種区,松竹町一丁目,0,,,147,-,-,92,53,2
23101064002,4,名古屋市千種区,松竹町二丁目,0,,,215,-,-,128,77,10
231010650,2,名古屋市千種区,汁谷町,0,,,1047,3,-,669,353,22
231010660,3,名古屋市千種区,城木町,0,,,664,-,2,416,225,21
23101066001,4,名古屋市千種区,城木町一丁目,0,,,292,-,1,179,103,9
23101066002,4,名古屋市千種区,城木町二丁目,0,,,208,-,-,134,65,9
23101066003,4,名古屋市千種区,城木町三丁目,0,,,164,-,1,103,57,3
231010670,3,名古屋市千種区,城山町,0,,,362,-,1,209,145,7
23101067001,4,名古屋市千種区,城山町一丁目,0,,,224,-,1,133,86,4
23101067002,4,名古屋市千種区,城山町二丁目,0,,,92,-,-,49,42,1
23101067003,4,名古屋市千種区,城山町三丁目,0,,,46,-,-,27,17,2
231010680,3,名古屋市千種区,城山新町,0,,,59,-,-,33,23,3
23101068001,4,名古屋市千種区,城山新町一丁目,0,,,-,-,-,-,-,-
23101068002,4,名古屋市千種区,城山新町二丁目,0,,,59,-,-,33,23,3
231010690,3,名古屋市千種区,新池町,0,,,1622,2,-,1059,532,29
23101069001,4,名古屋市千種区,新池町一丁目,0,,,667,1,-,466,190,10
23101069002,4,名古屋市千種区,新池町二丁目,0,,,529,-,-,312,208,9
23101069003,4,名古屋市千種区,新池町三丁目,0,,,170,1,-,113,51,5
23101069004,4,名古屋市千種区,新池町四丁目,0,,,256,-,-,168,83,5
231010700,2,名古屋市千種区,新栄,0,,,84,-,-,48,34,2
231010710,3,名古屋市千種区,新西,0,,,725,1,-,408,295,21
23101071091,4,名古屋市千種区,新西一丁目,0,,,366,-,-,200,154,12
23101071092,4,名古屋市千種区,新西二丁目,0,,,359,1,-,208,141,9
231010730,3,名古屋市千種区,振甫町,0,,,860,-,-,512,331,17
23101073001,4,名古屋市千種区,振甫町一丁目,0,,,359,-,-,224,129,6
23101073002,4,名古屋市千種区,振甫町二丁目,0,,,310,-,-,169,135,6
23101073003,4,名古屋市千種区,振甫町三丁目,0,,,82,-,-,50,28,4
23101073004,4,名古屋市千種区,振甫町四丁目,0,,,109,-,-,69,39,1
231010740,3,名古屋市千種区,末盛通,0,,,848,-,-,455,383,10
23101074001,4,名古屋市千種区,末盛通一丁目,0,,,266,-,-,139,125,2
23101074002,4,名古屋市千種区,末盛通二丁目,0,,,157,-,-,95,60,2
23101074003,4,名古屋市千種区,末盛通三丁目,0,,,199,-,-,111,88,-
23101074004,4,名古屋市千種区,末盛通四丁目,0,,,49,-,-,30,18,1
23101074005,4,名古屋市千種区,末盛通五丁目,0,,,177,-,-,80,92,5
231010750,3,名古屋市千種区,清明山,0,,,520,-,-,261,245,14
23101075091,4,名古屋市千種区,清明山一丁目,0,,,374,-,-,172,191,11
23101075092,4,名古屋市千種区,清明山二丁目,0,,,146,-,-,89,54,3
231010770,3,名古屋市千種区,園山町,0,,,424,-,-,275,143,6
23101077001,4,名古屋市千種区,園山町一丁目,0,,,284,-,-,176,105,3
23101077002,4,名古屋市千種区,園山町二丁目,0,,,140,-,-,99,38,3
23101077003,4,名古屋市千種区,園山町三丁目,0,,,-,-,-,-,-,-
231010780,3,名古屋市千種区,高見,0,,,1322,1,1,734,561,25
23101078091,4,名古屋市千種区,高見一丁目,0,,,787,-,1,400,374,12
23101078092,4,名古屋市千種区,高見二丁目,0,,,535,1,-,334,187,13
231010800,2,名古屋市千種区,高峯町,0,,,-,-,-,-,-,-
231010810,3,名古屋市千種区,竹越,0,,,1030,-,2,637,357,34
23101081091,4,名古屋市千種区,竹越一丁目,0,,,721,-,-,436,263,22
23101081092,4,名古屋市千種区,竹越二丁目,0,,,309,-,2,201,94,12
231010830,3,名古屋市千種区,田代町,0,,,662,-,-,347,304,11
23101083010,4,名古屋市千種区,田代町字岩谷,0,,,50,-,-,30,20,-
23101083020,4,名古屋市千種区,田代町字瓶杁,0,,,-,-,-,-,-,-
23101083030,4,名古屋市千種区,田代町字四観音道西,0,,,291,-,-,163,124,4
23101083040,4,名古屋市千種区,田代町字四観音道東,0,,,131,-,-,68,58,5
23101083050,4,名古屋市千種区,田代町字鹿子殿,0,,,-,-,-,-,-,-
23101083060,4,名古屋市千種区,田代町字蝮池上,0,,,190,-,-,86,102,2
23101083070,4,名古屋市千種区,田代町字姫ヶ池上,0,,,-,-,-,-,-,-
231010840,3,名古屋市千種区,田代本通,0,,,589,-,-,342,237,10
23101084001,4,名古屋市千種区,田代本通一丁目,0,,,194,-,-,110,81,3
23101084002,4,名古屋市千種区,田代本通二丁目,0,,,89,-,-,59,29,1
23101084003,4,名古屋市千種区,田代本通三丁目,0,,,120,-,-,88,30,2
23101084004,4,名古屋市千種区,田代本通四丁目,0,,,65,-,-,32,33,-
23101084005,4,名古屋市千種区,田代本通五丁目,0,,,121,-,-,53,64,4
231010850,2,名古屋市千種区,谷口町,0,,,203,-,1,125,72,5
231010860,3,名古屋市千種区,千種,0,,,3709,2,2,1937,1658,110
23101086091,4,名古屋市千種区,千種一丁目,0,,,1370,1,-,720,599,50
23101086092,4,名古屋市千種区,千種二丁目,0,,,956,-,1,513,427,15
23101086093,4,名古屋市千種区,千種三丁目,0,,,1383,1,1,704,632,45
231010890,3,名古屋市千種区,千種通,0,,,374,-,-,210,156,8
23101089005,4,名古屋市千種区,千種通五丁目,0,,,174,-,-,99,73,2
23101089006,4,名古屋市千種区,千種通六丁目,0,,,134,-,-,82,46,6
23101089007,4,名古屋市千種区,千種通七丁目,0,,,66,-,-,29,37,-
231010900,3,名古屋市千種区,茶屋が坂,0,,,798,1,1,490,290,16
23101090091,4,名古屋市千種区,茶屋が坂一丁目,0,,,478,1,1,291,177,8
23101090092,4,名古屋市千種区,茶屋が坂二丁目,0,,,320,-,-,199,113,8
231010920,3,名古屋市千種区,茶屋坂通,0,,,284,-,-,176,103,5
23101092001,4,名古屋市千種区,茶屋坂通一丁目,0,,,38,-,-,23,15,-
23101092002,4,名古屋市千種区,茶屋坂通二丁目,0,,,246,-,-,153,88,5
231010930,2,名古屋市千種区,千代が丘,0,,,1334,-,3,659,652,20
231010940,3,名古屋市千種区,千代田橋,0,,,1196,-,1,644,515,36
23101094091,4,名古屋市千種区,千代田橋一丁目,0,,,698,-,1,375,303,19
23101094092,4,名古屋市千種区,千代田橋二丁目,0,,,498,-,-,269,212,17
231010960,3,名古屋市千種区,月ケ丘,0,,,386,-,1,242,139,4
23101096091,4,名古屋市千種区,月ケ丘一丁目,0,,,58,-,-,34,24,-
23101096092,4,名古屋市千種区,月ケ丘二丁目,0,,,85,-,-,52,32,1
23101096093,4,名古屋市千種区,月ケ丘三丁目,0,,,243,-,1,156,83,3
231010970,3,名古屋市千種区,月見坂町,0,,,314,-,-,176,132,6
23101097001,4,名古屋市千種区,月見坂町一丁目,0,,,155,-,-,91,58,6
23101097002,4,名古屋市千種区,月見坂町二丁目,0,,,159,-,-,85,74,-
231010980,2,名古屋市千種区,天白町大字植田,0,,,-,-,-,-,-,-
231010990,3,名古屋市千種区,天満通,0,,,183,-,-,102,75,6
23101099001,4,名古屋市千種区,天満通一丁目,0,,,117,-,-,59,52,6
23101099002,4,名古屋市千種区,天満通二丁目,0,,,66,-,-,43,23,-
231011000,3,名古屋市千種区,東明町,0,,,637,-,-,406,221,10
23101100001,4,名古屋市千種区,東明町一丁目,0,,,121,-,-,77,41,3
23101100002,4,名古屋市千種区,東明町二丁目,0,,,64,-,-,36,27,1
23101100003,4,名古屋市千種区,東明町三丁目,0,,,104,-,-,79,25,-
23101100004,4,名古屋市千種区,東明町四丁目,0,,,126,-,-,73,49,4
23101100005,4,名古屋市千種区,東明町五丁目,0,,,90,-,-,51,38,1
23101100006,4,名古屋市千種区,東明町六丁目,0,,,48,-,-,31,16,1
23101100007,4,名古屋市千種区,東明町七丁目,0,,,84,-,-,59,25,-
231011010,3,名古屋市千種区,徳川山町,0,,,1077,-,1,629,421,26
23101101003,4,名古屋市千種区,徳川山町三丁目,0,,,31,-,1,14,16,-
23101101091,4,名古屋市千種区,徳川山町一丁目,0,,,187,-,-,95,85,7
23101101092,4,名古屋市千種区,徳川山町二丁目,0,,,93,-,-,56,35,2
23101101093,4,名古屋市千種区,徳川山町三丁目,0,,,71,-,-,39,32,-
23101101094,4,名古屋市千種区,徳川山町四丁目,0,,,26,-,-,18,7,1
23101101095,4,名古屋市千種区,徳川山町五丁目,0,,,274,-,-,108,159,7
23101101096,4,名古屋市千種区,徳川山町六丁目,0,,,395,-,-,299,87,9
231011020,3,名古屋市千種区,仲田,0,,,1025,-,-,538,462,25
23101102091,4,名古屋市千種区,仲田一丁目,0,,,362,-,-,182,171,9
23101102092,4,名古屋市千種区,仲田二丁目,0,,,663,-,-,356,291,16
231011040,3,名古屋市千種区,鍋屋上野町,0,,,264,-,-,186,73,5
23101104020,4,名古屋市千種区,鍋屋上野町字東脇,0,,,86,-,-,49,34,3
23101104040,4,名古屋市千種区,鍋屋上野町字北山,0,,,82,-,-,65,16,1
23101104050,4,名古屋市千種区,鍋屋上野町字汁谷,0,,,96,-,-,72,23,1
231011050,3,名古屋市千種区,南明町,0,,,593,-,-,372,213,8
23101105001,4,名古屋市千種区,南明町一丁目,0,,,181,-,-,124,56,1
23101105002,4,名古屋市千種区,南明町二丁目,0,,,303,-,-,176,122,5
23101105003,4,名古屋市千種区,南明町三丁目,0,,,109,-,-,72,35,2
231011060,2,名古屋市千種区,仁座町,0,,,-,-,-,-,-,-
231011070,3,名古屋市千種区,西崎町,0,,,463,-,-,257,194,12
23101107001,4,名古屋市千種区,西崎町一丁目,0,,,152,-,-,95,52,5
23101107002,4,名古屋市千種区,西崎町二丁目,0,,,122,-,-,71,47,4
23101107003,4,名古屋市千種区,西崎町三丁目,0,,,189,-,-,91,95,3
231011080,3,名古屋市千種区,西山元町,0,,,474,-,-,269,193,12
23101108001,4,名古屋市千種区,西山元町一丁目,0,,,134,-,-,77,57,-
23101108002,4,名古屋市千種区,西山元町二丁目,0,,,228,-,-,128,90,10
23101108003,4,名古屋市千種区,西山元町三丁目,0,,,112,-,-,64,46,2
231011090,3,名古屋市千種区,日進通,0,,,259,-,-,124,130,5
23101109001,4,名古屋市千種区,日進通一丁目,0,,,102,-,-,41,58,3
23101109002,4,名古屋市千種区,日進通二丁目,0,,,43,-,-,20,22,1
23101109003,4,名古屋市千種区,日進通三丁目,0,,,45,-,-,28,17,-
23101109004,4,名古屋市千種区,日進通四丁目,1,,109005,37,-,-,15,21,1
23101109005,4,名古屋市千種区,日進通五丁目,2,109004,,X,X,X,X,X,X
23101109006,4,名古屋市千種区,日進通六丁目,0,,,32,-,-,20,12,-
231011100,3,名古屋市千種区,猫洞通,0,,,837,-,-,486,335,16
23101110001,4,名古屋市千種区,猫洞通一丁目,0,,,202,-,-,120,78,4
23101110002,4,名古屋市千種区,猫洞通二丁目,0,,,137,-,-,93,40,4
23101110003,4,名古屋市千種区,猫洞通三丁目,0,,,221,-,-,136,80,5
23101110004,4,名古屋市千種区,猫洞通四丁目,0,,,181,-,-,98,81,2
23101110005,4,名古屋市千種区,猫洞通五丁目,0,,,96,-,-,39,56,1
231011110,2,名古屋市千種区,萩岡町,0,,,42,-,-,27,15,-
231011120,3,名古屋市千種区,橋本町,0,,,573,-,-,319,237,17
23101112001,4,名古屋市千種区,橋本町一丁目,0,,,277,-,-,161,104,12
23101112002,4,名古屋市千種区,橋本町二丁目,0,,,107,-,-,57,46,4
23101112003,4,名古屋市千種区,橋本町三丁目,0,,,189,-,-,101,87,1
231011130,3,名古屋市千種区,花田町,0,,,X,X,X,X,X,X
23101113001,4,名古屋市千種区,花田町一丁目,0,,,-,-,-,-,-,-
23101113003,4,名古屋市千種区,花田町三丁目,2,126091,,X,X,X,X,X,X
231011140,3,名古屋市千種区,春岡,0,,,2149,-,-,1294,817,38
23101114091,4,名古屋市千種区,春岡一丁目,0,,,1520,-,-,915,579,26
23101114092,4,名古屋市千種区,春岡二丁目,0,,,629,-,-,379,238,12
231011160,3,名古屋市千種区,春岡通,0,,,731,-,1,384,330,16
23101116005,4,名古屋市千種区,春岡通五丁目,0,,,185,-,-,107,71,7
23101116006,4,名古屋市千種区,春岡通六丁目,0,,,107,-,1,62,42,2
23101116007,4,名古屋市千種区,春岡通七丁目,0,,,439,-,-,215,217,7
231011170,3,名古屋市千種区,春里町,0,,,1096,1,-,576,500,19
23101117001,4,名古屋市千種区,春里町一丁目,0,,,120,-,-,60,60,-
23101117002,4,名古屋市千種区,春里町二丁目,0,,,366,1,-,222,137,6
23101117003,4,名古屋市千種区,春里町三丁目,0,,,69,-,-,32,37,-
23101117004,4,名古屋市千種区,春里町四丁目,0,,,252,-,-,125,125,2
23101117092,4,名古屋市千種区,春里町二丁目,0,,,289,-,-,137,141,11
231011180,2,名古屋市千種区,東千種台,0,,,216,-,-,125,87,4
231011190,3,名古屋市千種区,東山元町,0,,,1055,-,-,659,382,14
23101119001,4,名古屋市千種区,東山元町一丁目,0,,,175,-,-,107,68,-
23101119002,4,名古屋市千種区,東山元町二丁目,0,,,288,-,-,175,109,4
23101119003,4,名古屋市千種区,東山元町三丁目,0,,,81,-,-,58,21,2
23101119004,4,名古屋市千種区,東山元町四丁目,0,,,220,-,-,141,75,4
23101119005,4,名古屋市千種区,東山元町五丁目,0,,,217,-,-,134,82,1
23101119006,4,名古屋市千種区,東山元町六丁目,0,,,74,-,-,44,27,3
231011200,3,名古屋市千種区,東山通,0,,,1024,-,-,525,480,19
23101120001,4,名古屋市千種区,東山通一丁目,0,,,154,-,-,85,69,-
23101120002,4,名古屋市千種区,東山通二丁目,0,,,130,-,-,53,76,1
23101120003,4,名古屋市千種区,東山通三丁目,0,,,219,-,-,120,99,-
23101120004,4,名古屋市千種区,東山通四丁目,0,,,142,-,-,83,53,6
23101120005,4,名古屋市千種区,東山通五丁目,0,,,379,-,-,184,183,12
231011210,3,名古屋市千種区,光が丘,0,,,1167,-,2,733,407,25
23101121091,4,名古屋市千種区,光が丘一丁目,0,,,703,-,2,436,251,14
23101121092,4,名古屋市千種区,光が丘二丁目,0,,,464,-,-,297,156,11
231011230,3,名古屋市千種区,日岡町,0,,,290,-,-,154,131,5
23101123001,4,名古屋市千種区,日岡町一丁目,0,,,136,-,-,67,65,4
