KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,総数,農林漁業就業者世帯,農林漁業・非農林漁業就業者混合世帯,非農林漁業就業者世帯,非就業者世帯,分類不能の世帯
23103090004,4,名古屋市北区,西志賀町四丁目,0,,,164,-,-,99,62,3
23103090005,4,名古屋市北区,西志賀町五丁目,0,,,95,-,-,59,33,3
231030910,3,名古屋市北区,如意,0,,,1366,5,3,803,514,41
23103091091,4,名古屋市北区,如意一丁目,0,,,335,-,1,199,128,7
23103091092,4,名古屋市北区,如意二丁目,0,,,214,1,-,121,87,5
23103091093,4,名古屋市北区,如意三丁目,0,,,240,3,-,142,90,5
23103091094,4,名古屋市北区,如意四丁目,0,,,211,1,1,124,72,13
23103091095,4,名古屋市北区,如意五丁目,0,,,366,-,1,217,137,11
231030960,2,名古屋市北区,如来町,0,,,260,-,-,170,85,5
231030970,3,名古屋市北区,野方通,0,,,37,-,-,19,16,2
23103097001,4,名古屋市北区,野方通一丁目,0,,,17,-,-,7,9,1
23103097002,4,名古屋市北区,野方通二丁目,0,,,12,-,-,7,4,1
23103097003,4,名古屋市北区,野方通三丁目,1,,097004,8,-,-,5,3,-
23103097004,4,名古屋市北区,野方通四丁目,2,097003,,X,X,X,X,X,X
231030980,3,名古屋市北区,萩野通,0,,,269,-,-,139,129,1
23103098001,4,名古屋市北区,萩野通一丁目,0,,,178,-,-,89,88,1
23103098002,4,名古屋市北区,萩野通二丁目,0,,,91,-,-,50,41,-
231030990,2,名古屋市北区,八竜町,0,,,324,-,-,224,96,4
231031000,2,名古屋市北区,鳩岡町,0,,,850,-,-,491,342,17
231031010,2,名古屋市北区,鳩岡,0,,,614,-,-,323,277,14
231031020,3,名古屋市北区,東大杉町,0,,,163,-,-,101,60,2
23103102001,4,名古屋市北区,東大杉町一丁目,0,,,23,-,-,12,11,-
23103102002,4,名古屋市北区,東大杉町二丁目,0,,,47,-,-,25,22,-
23103102003,4,名古屋市北区,東大杉町三丁目,0,,,64,-,-,51,13,-
23103102004,4,名古屋市北区,東大杉町四丁目,0,,,29,-,-,13,14,2
231031030,2,名古屋市北区,東大曽根町上,2,047001,,X,X,X,X,X,X
231031060,3,名古屋市北区,東長田町,0,,,329,-,-,187,139,3
23103106001,4,名古屋市北区,東長田町一丁目,0,,,49,-,-,28,21,-
23103106002,4,名古屋市北区,東長田町二丁目,0,,,106,-,-,61,45,-
23103106003,4,名古屋市北区,東長田町三丁目,0,,,63,-,-,32,30,1
23103106004,4,名古屋市北区,東長田町四丁目,0,,,111,-,-,66,43,2
231031070,3,名古屋市北区,東水切町,0,,,464,-,-,254,202,8
23103107001,4,名古屋市北区,東水切町一丁目,0,,,153,-,-,78,72,3
23103107002,4,名古屋市北区,東水切町二丁目,0,,,101,-,-,53,46,2
23103107003,4,名古屋市北区,東水切町三丁目,0,,,134,-,-,79,53,2
23103107004,4,名古屋市北区,東水切町四丁目,0,,,76,-,-,44,31,1
231031080,3,名古屋市北区,平手町,0,,,129,-,-,69,58,2
23103108001,4,名古屋市北区,平手町一丁目,0,,,70,-,-,42,28,-
23103108002,4,名古屋市北区,平手町二丁目,0,,,59,-,-,27,30,2
231031090,3,名古屋市北区,福徳町,0,,,1086,1,1,533,509,42
23103109001,4,名古屋市北区,福徳町一丁目,0,,,57,-,1,30,25,1
23103109002,4,名古屋市北区,福徳町二丁目,0,,,95,-,-,47,44,4
23103109003,4,名古屋市北区,福徳町三丁目,0,,,359,1,-,120,220,18
23103109004,4,名古屋市北区,福徳町四丁目,1,,109014,116,-,-,63,52,1
23103109005,4,名古屋市北区,福徳町五丁目,0,,,93,-,-,62,31,-
23103109006,4,名古屋市北区,福徳町六丁目,0,,,92,-,-,50,39,3
23103109007,4,名古屋市北区,福徳町七丁目,0,,,238,-,-,141,87,10
23103109011,4,名古屋市北区,福徳町字色田,0,,,-,-,-,-,-,-
23103109012,4,名古屋市北区,福徳町字長直,0,,,-,-,-,-,-,-
23103109013,4,名古屋市北区,福徳町字七合,0,,,-,-,-,-,-,-
23103109014,4,名古屋市北区,福徳町字広瀬島,2,109004,,X,X,X,X,X,X
23103109015,4,名古屋市北区,福徳町字孫六,0,,,36,-,-,20,11,5
231031110,2,名古屋市北区,平安通,0,,,69,-,-,34,34,1
231031130,2,名古屋市北区,真畔町,0,,,174,-,-,100,73,1
231031140,2,名古屋市北区,桝形町,0,,,33,-,-,20,13,-
231031150,2,名古屋市北区,丸新町,0,,,351,-,-,200,142,9
231031160,3,名古屋市北区,水切町,0,,,541,-,-,297,235,9
23103116001,4,名古屋市北区,水切町一丁目,0,,,66,-,-,40,23,3
23103116002,4,名古屋市北区,水切町二丁目,0,,,57,-,-,34,23,-
23103116003,4,名古屋市北区,水切町三丁目,0,,,44,-,-,31,13,-
23103116004,4,名古屋市北区,水切町四丁目,0,,,80,-,-,42,38,-
23103116005,4,名古屋市北区,水切町五丁目,0,,,118,-,-,52,64,2
23103116006,4,名古屋市北区,水切町六丁目,0,,,79,-,-,41,35,3
23103116007,4,名古屋市北区,水切町七丁目,0,,,97,-,-,57,39,1
231031170,3,名古屋市北区,水草町,0,,,1051,-,-,617,405,29
23103117001,4,名古屋市北区,水草町一丁目,0,,,229,-,-,151,71,7
23103117002,4,名古屋市北区,水草町二丁目,0,,,822,-,-,466,334,22
231031180,3,名古屋市北区,名城,0,,,1010,1,-,647,315,47
23103118091,4,名古屋市北区,名城一丁目,0,,,-,-,-,-,-,-
23103118092,4,名古屋市北区,名城二丁目,0,,,610,1,-,451,118,40
23103118093,4,名古屋市北区,名城三丁目,0,,,400,-,-,196,197,7
231031210,3,名古屋市北区,元志賀町,0,,,496,-,1,289,197,9
23103121001,4,名古屋市北区,元志賀町一丁目,0,,,160,-,1,101,55,3
23103121002,4,名古屋市北区,元志賀町二丁目,0,,,336,-,-,188,142,6
231031220,2,名古屋市北区,矢田町,2,133001,,X,X,X,X,X,X
231031230,3,名古屋市北区,八代町,0,,,512,-,-,296,207,9
23103123001,4,名古屋市北区,八代町一丁目,0,,,228,-,-,125,98,5
23103123002,4,名古屋市北区,八代町二丁目,0,,,284,-,-,171,109,4
231031240,3,名古屋市北区,安井,0,,,1808,1,-,940,815,52
23103124091,4,名古屋市北区,安井一丁目,0,,,614,-,-,344,258,12
23103124092,4,名古屋市北区,安井二丁目,0,,,448,-,-,197,233,18
23103124093,4,名古屋市北区,安井三丁目,0,,,372,1,-,179,182,10
23103124094,4,名古屋市北区,安井四丁目,0,,,374,-,-,220,142,12
231031280,3,名古屋市北区,柳原,0,,,1378,-,1,726,622,29
23103128091,4,名古屋市北区,柳原一丁目,0,,,346,-,-,198,142,6
23103128092,4,名古屋市北区,柳原二丁目,0,,,253,-,1,150,91,11
23103128093,4,名古屋市北区,柳原三丁目,0,,,529,-,-,235,284,10
23103128094,4,名古屋市北区,柳原四丁目,0,,,250,-,-,143,105,2
231031320,3,名古屋市北区,山田町,0,,,297,1,-,189,106,1
23103132003,4,名古屋市北区,山田町三丁目,0,,,147,1,-,86,59,1
23103132004,4,名古屋市北区,山田町四丁目,0,,,150,-,-,103,47,-
231031330,3,名古屋市北区,山田北町,0,,,211,1,-,151,55,4
23103133001,4,名古屋市北区,山田北町一丁目,1,,1220,44,-,-,27,17,-
23103133002,4,名古屋市北区,山田北町二丁目,0,,,167,1,-,124,38,4
231031340,3,名古屋市北区,山田西町,0,,,236,-,-,128,106,2
23103134002,4,名古屋市北区,山田西町二丁目,0,,,31,-,-,19,12,-
23103134003,4,名古屋市北区,山田西町三丁目,0,,,205,-,-,109,94,2
231031350,3,名古屋市北区,芳野,0,,,65,-,-,36,25,4
23103135092,4,名古屋市北区,芳野二丁目,0,,,24,-,-,10,13,1
23103135093,4,名古屋市北区,芳野三丁目,0,,,41,-,-,26,12,3
231031370,3,名古屋市北区,瑠璃光町,0,,,162,-,1,115,43,3
23103137001,4,名古屋市北区,瑠璃光町一丁目,0,,,52,-,-,39,12,1
23103137002,4,名古屋市北区,瑠璃光町二丁目,0,,,64,-,-,46,17,1
23103137003,4,名古屋市北区,瑠璃光町三丁目,1,,137004,27,-,-,12,14,1
23103137004,4,名古屋市北区,瑠璃光町四丁目,2,137003,,X,X,X,X,X,X
23103137005,4,名古屋市北区,瑠璃光町五丁目,0,,,19,-,1,18,-,-
231031380,2,名古屋市北区,六が池町,0,,,413,-,-,243,163,7
231031390,2,名古屋市北区,若鶴町,0,,,400,1,1,223,166,9
231031400,3,名古屋市北区,若葉通,0,,,808,-,-,498,302,8
23103140001,4,名古屋市北区,若葉通一丁目,0,,,293,-,-,165,124,4
23103140002,4,名古屋市北区,若葉通二丁目,0,,,72,-,-,43,28,1
23103140003,4,名古屋市北区,若葉通三丁目,0,,,138,-,-,92,43,3
23103140004,4,名古屋市北区,若葉通四丁目,0,,,145,-,-,88,57,-
23103140005,4,名古屋市北区,若葉通五丁目,0,,,160,-,-,110,50,-
231031410,3,名古屋市北区,楠,0,,,2806,4,2,1594,1137,69
23103141091,4,名古屋市北区,楠一丁目,0,,,808,-,-,472,324,12
23103141092,4,名古屋市北区,楠二丁目,0,,,772,-,2,401,347,22
23103141093,4,名古屋市北区,楠三丁目,0,,,405,-,-,227,165,13
23103141094,4,名古屋市北区,楠四丁目,0,,,496,3,-,300,173,20
23103141095,4,名古屋市北区,楠五丁目,0,,,325,1,-,194,128,2
231031420,3,名古屋市北区,楠味鋺,0,,,2276,6,8,1350,863,49
23103142091,4,名古屋市北区,楠味鋺一丁目,0,,,455,1,1,267,174,12
23103142092,4,名古屋市北区,楠味鋺二丁目,0,,,269,2,1,157,104,5
23103142093,4,名古屋市北区,楠味鋺三丁目,0,,,527,1,4,328,183,11
23103142094,4,名古屋市北区,楠味鋺四丁目,0,,,430,2,1,252,167,8
23103142095,4,名古屋市北区,楠味鋺五丁目,0,,,595,-,1,346,235,13
231031430,3,名古屋市北区,中味鋺,0,,,1816,-,1,906,870,39
23103143091,4,名古屋市北区,中味鋺一丁目,0,,,482,-,-,247,222,13
23103143092,4,名古屋市北区,中味鋺二丁目,0,,,479,-,1,245,224,9
23103143093,4,名古屋市北区,中味鋺三丁目,0,,,855,-,-,414,424,17
231031440,3,名古屋市北区,東味鋺,0,,,1461,1,-,844,559,57
23103144091,4,名古屋市北区,東味鋺一丁目,0,,,588,1,-,339,232,16
23103144092,4,名古屋市北区,東味鋺二丁目,0,,,556,-,-,328,190,38
23103144093,4,名古屋市北区,東味鋺三丁目,0,,,317,-,-,177,137,3
231031450,3,名古屋市北区,平安,0,,,1907,-,1,1087,794,25
23103145091,4,名古屋市北区,平安一丁目,0,,,509,-,-,288,214,7
23103145092,4,名古屋市北区,平安二丁目,0,,,1398,-,1,799,580,18
231031460,3,名古屋市北区,山田,0,,,2697,2,3,1471,1167,54
23103146091,4,名古屋市北区,山田一丁目,0,,,821,1,-,499,309,12
23103146092,4,名古屋市北区,山田二丁目,0,,,873,1,3,476,376,17
23103146093,4,名古屋市北区,山田三丁目,0,,,47,-,-,34,13,-
23103146094,4,名古屋市北区,山田四丁目,0,,,956,-,-,462,469,25
231031470,3,名古屋市北区,楠町大字喜惣治新田,0,,,X,X,X,X,X,X
23103147041,4,名古屋市北区,楠町大字喜惣治新田字中島,2,028092,,X,X,X,X,X,X
23103147042,4,名古屋市北区,楠町大字喜惣治新田字五番割,0,,,-,-,-,-,-,-
23104,1,名古屋市西区,,0,,,74170,48,49,44094,27925,2054
231040010,2,名古屋市西区,赤城町,0,,,562,2,-,393,158,9
231040020,2,名古屋市西区,あし原町,0,,,210,1,-,128,72,9
231040030,3,名古屋市西区,天塚町,0,,,1138,-,1,723,388,26
23104003001,4,名古屋市西区,天塚町一丁目,0,,,346,-,1,228,110,7
23104003002,4,名古屋市西区,天塚町二丁目,0,,,155,-,-,102,49,4
23104003003,4,名古屋市西区,天塚町三丁目,0,,,147,-,-,101,40,6
23104003004,4,名古屋市西区,天塚町四丁目,0,,,490,-,-,292,189,9
231040040,2,名古屋市西区,新木町,0,,,34,-,-,17,17,-
231040050,2,名古屋市西区,市場木町,0,,,1174,-,1,739,402,32
231040060,3,名古屋市西区,稲生町,0,,,1379,-,-,892,462,25
23104006000,4,名古屋市西区,稲生町字杁先,0,,,444,-,-,342,98,4
23104006001,4,名古屋市西区,稲生町一丁目,0,,,213,-,-,127,82,4
23104006002,4,名古屋市西区,稲生町二丁目,0,,,108,-,-,75,32,1
23104006003,4,名古屋市西区,稲生町三丁目,0,,,140,-,-,77,60,3
23104006004,4,名古屋市西区,稲生町四丁目,0,,,129,-,-,77,51,1
23104006005,4,名古屋市西区,稲生町五丁目,0,,,172,-,-,104,65,3
23104006006,4,名古屋市西区,稲生町六丁目,0,,,108,-,-,53,47,8
23104006007,4,名古屋市西区,稲生町七丁目,0,,,65,-,-,37,27,1
231040070,2,名古屋市西区,浮野町,0,,,523,-,-,239,270,14
231040080,2,名古屋市西区,牛島町,0,,,293,-,-,126,158,9
231040090,2,名古屋市西区,歌里町,0,,,793,1,-,529,233,30
231040100,3,名古屋市西区,江向町,0,,,997,1,1,566,395,34
23104010001,4,名古屋市西区,江向町一丁目,0,,,185,-,-,102,76,7
23104010002,4,名古屋市西区,江向町二丁目,0,,,162,-,1,89,68,4
23104010003,4,名古屋市西区,江向町三丁目,0,,,194,-,-,110,75,9
23104010004,4,名古屋市西区,江向町四丁目,0,,,160,-,-,92,62,6
23104010005,4,名古屋市西区,江向町五丁目,0,,,124,1,-,68,52,3
23104010006,4,名古屋市西区,江向町六丁目,0,,,172,-,-,105,62,5
231040120,2,名古屋市西区,円明町,0,,,341,-,1,207,120,13
231040130,3,名古屋市西区,大金町,0,,,725,-,-,445,266,14
23104013001,4,名古屋市西区,大金町一丁目,0,,,166,-,-,95,66,5
23104013002,4,名古屋市西区,大金町二丁目,0,,,177,-,-,112,62,3
23104013003,4,名古屋市西区,大金町三丁目,0,,,178,-,-,114,59,5
23104013004,4,名古屋市西区,大金町四丁目,0,,,135,-,-,85,50,-
23104013005,4,名古屋市西区,大金町五丁目,0,,,69,-,-,39,29,1
231040140,3,名古屋市西区,大野木,0,,,2751,3,2,1654,1030,62
23104014091,4,名古屋市西区,大野木一丁目,0,,,522,1,1,317,193,10
23104014092,4,名古屋市西区,大野木二丁目,0,,,364,1,1,215,139,8
23104014093,4,名古屋市西区,大野木三丁目,0,,,545,-,-,336,199,10
23104014094,4,名古屋市西区,大野木四丁目,0,,,911,1,-,544,342,24
23104014095,4,名古屋市西区,大野木五丁目,0,,,409,-,-,242,157,10
231040210,3,名古屋市西区,押切,0,,,457,-,1,273,166,17
23104021091,4,名古屋市西区,押切一丁目,0,,,246,-,-,142,93,11
23104021092,4,名古屋市西区,押切二丁目,0,,,211,-,1,131,73,6
231040230,3,名古屋市西区,貝田町,0,,,416,2,-,232,164,18
23104023001,4,名古屋市西区,貝田町一丁目,0,,,306,2,-,166,127,11
23104023002,4,名古屋市西区,貝田町二丁目,0,,,110,-,-,66,37,7
231040240,3,名古屋市西区,笠取町,0,,,1166,-,1,718,423,24
23104024001,4,名古屋市西区,笠取町一丁目,0,,,177,-,-,110,61,6
23104024002,4,名古屋市西区,笠取町二丁目,0,,,547,-,1,360,175,11
23104024003,4,名古屋市西区,笠取町三丁目,0,,,294,-,-,162,127,5
23104024004,4,名古屋市西区,笠取町四丁目,0,,,148,-,-,86,60,2
231040250,3,名古屋市西区,上小田井,0,,,1602,2,-,1039,515,46
23104025091,4,名古屋市西区,上小田井一丁目,0,,,834,2,-,529,281,22
23104025092,4,名古屋市西区,上小田井二丁目,0,,,768,-,-,510,234,24
231040280,3,名古屋市西区,上名古屋,0,,,2571,1,2,1514,960,94
23104028091,4,名古屋市西区,上名古屋一丁目,0,,,342,-,1,202,128,11
23104028092,4,名古屋市西区,上名古屋二丁目,0,,,754,1,-,454,271,28
23104028093,4,名古屋市西区,上名古屋三丁目,0,,,917,-,-,548,325,44
23104028094,4,名古屋市西区,上名古屋四丁目,0,,,558,-,1,310,236,11
231040320,2,名古屋市西区,上橋町,0,,,365,3,-,243,110,9
231040330,3,名古屋市西区,上堀越町,0,,,503,-,2,270,219,12
23104033001,4,名古屋市西区,上堀越町一丁目,0,,,208,-,-,133,69,6
23104033002,4,名古屋市西区,上堀越町二丁目,0,,,135,-,2,71,60,2
23104033003,4,名古屋市西区,上堀越町三丁目,0,,,118,-,-,46,71,1
23104033004,4,名古屋市西区,上堀越町四丁目,0,,,42,-,-,20,19,3
231040350,3,名古屋市西区,菊井,0,,,2174,3,1,1145,944,81
23104035091,4,名古屋市西区,菊井一丁目,0,,,1083,3,-,591,448,41
23104035092,4,名古屋市西区,菊井二丁目,0,,,1091,-,1,554,496,40
231040380,2,名古屋市西区,貴生町,0,,,395,-,-,255,129,11
231040400,2,名古屋市西区,木前町,0,,,102,-,-,56,37,9
231040410,2,名古屋市西区,清里町,0,,,1393,1,-,780,571,41
231040420,3,名古屋市西区,康生通,0,,,177,-,-,115,57,5
23104042001,4,名古屋市西区,康生通一丁目,0,,,-,-,-,-,-,-
23104042002,4,名古屋市西区,康生通二丁目,0,,,177,-,-,115,57,5
231040430,3,名古屋市西区,香呑町,0,,,1279,-,1,743,502,33
23104043001,4,名古屋市西区,香呑町一丁目,0,,,150,-,-,84,63,3
23104043002,4,名古屋市西区,香呑町二丁目,0,,,175,-,-,112,61,2
23104043003,4,名古屋市西区,香呑町三丁目,0,,,257,-,-,135,116,6
23104043004,4,名古屋市西区,香呑町四丁目,0,,,264,-,-,159,98,7
23104043005,4,名古屋市西区,香呑町五丁目,0,,,203,-,1,124,73,5
23104043006,4,名古屋市西区,香呑町六丁目,0,,,230,-,-,129,91,10
231040440,2,名古屋市西区,五才美町,0,,,765,-,1,494,244,26
231040460,3,名古屋市西区,児玉,0,,,2044,-,3,1210,776,55
23104046091,4,名古屋市西区,児玉一丁目,0,,,567,-,1,333,211,22
23104046092,4,名古屋市西区,児玉二丁目,0,,,618,-,1,379,220,18
23104046093,4,名古屋市西区,児玉三丁目,0,,,859,-,1,498,345,15
231040490,2,名古屋市西区,こも原町,0,,,219,-,-,136,76,7
231040500,2,名古屋市西区,坂井戸町,0,,,324,-,-,191,129,4
231040510,3,名古屋市西区,笹塚町,0,,,860,-,-,529,307,24
23104051001,4,名古屋市西区,笹塚町一丁目,0,,,512,-,-,300,194,18
23104051002,4,名古屋市西区,笹塚町二丁目,0,,,348,-,-,229,113,6
231040520,3,名古屋市西区,城西,0,,,3157,2,-,1859,1207,89
23104052091,4,名古屋市西区,城西一丁目,0,,,443,-,-,228,200,15
23104052092,4,名古屋市西区,城西二丁目,0,,,724,-,-,434,268,22
23104052093,4,名古屋市西区,城西三丁目,0,,,585,-,-,373,196,16
23104052094,4,名古屋市西区,城西四丁目,0,,,724,1,-,417,281,25
23104052095,4,名古屋市西区,城西五丁目,0,,,681,1,-,407,262,11
231040570,3,名古屋市西区,浄心,0,,,841,1,-,491,319,30
23104057091,4,名古屋市西区,浄心一丁目,0,,,519,1,-,318,185,15
23104057092,4,名古屋市西区,浄心二丁目,0,,,322,-,-,173,134,15
231040590,2,名古屋市西区,浄心本通,0,,,310,-,-,198,106,6
231040600,3,名古屋市西区,庄内通,0,,,810,-,-,445,343,22
23104060001,4,名古屋市西区,庄内通一丁目,0,,,170,-,-,94,68,8
23104060002,4,名古屋市西区,庄内通二丁目,0,,,119,-,-,66,52,1
23104060003,4,名古屋市西区,庄内通三丁目,0,,,154,-,-,94,57,3
23104060004,4,名古屋市西区,庄内通四丁目,0,,,286,-,-,147,132,7
23104060005,4,名古屋市西区,庄内通五丁目,0,,,81,-,-,44,34,3
231040610,3,名古屋市西区,城北町,0,,,639,-,-,375,250,14
23104061001,4,名古屋市西区,城北町一丁目,0,,,226,-,-,138,83,5
23104061002,4,名古屋市西区,城北町二丁目,0,,,150,-,-,83,65,2
23104061003,4,名古屋市西区,城北町三丁目,0,,,263,-,-,154,102,7
231040620,2,名古屋市西区,城町,0,,,518,2,2,293,202,19
231040630,2,名古屋市西区,城西町,0,,,373,1,-,235,134,3
231040640,3,名古屋市西区,新福寺町,0,,,267,-,-,147,113,7
23104064001,4,名古屋市西区,新福寺町一丁目,0,,,234,-,-,132,96,6
23104064002,4,名古屋市西区,新福寺町二丁目,0,,,33,-,-,15,17,1
231040650,3,名古屋市西区,新道,0,,,2087,1,-,1124,889,73
23104065091,4,名古屋市西区,新道一丁目,0,,,1518,1,-,792,670,55
23104065092,4,名古屋市西区,新道二丁目,0,,,569,-,-,332,219,18
231040670,2,名古屋市西区,数寄屋町,0,,,175,-,-,81,91,3
231040680,2,名古屋市西区,砂原町,0,,,370,-,2,226,134,8
231040690,3,名古屋市西区,浅間,0,,,491,-,-,287,194,10
23104069091,4,名古屋市西区,浅間一丁目,0,,,109,-,-,74,32,3
23104069092,4,名古屋市西区,浅間二丁目,0,,,382,-,-,213,162,7
231040720,2,名古屋市西区,田幡町,0,,,8,-,-,6,2,-
231040730,2,名古屋市西区,玉池町,0,,,561,-,-,417,121,23
231040740,3,名古屋市西区,秩父通,0,,,145,-,-,90,49,6
23104074001,4,名古屋市西区,秩父通一丁目,0,,,53,-,-,39,12,2
23104074002,4,名古屋市西区,秩父通二丁目,0,,,92,-,-,51,37,4
231040750,2,名古屋市西区,天神山町,0,,,162,-,-,92,69,1
231040760,2,名古屋市西区,東岸町,0,,,70,-,-,39,31,-
231040770,2,名古屋市西区,十方町,0,,,105,-,-,69,32,4
231040780,3,名古屋市西区,鳥見町,0,,,1145,1,1,658,466,19
23104078001,4,名古屋市西区,鳥見町一丁目,0,,,217,-,-,109,106,2
23104078002,4,名古屋市西区,鳥見町二丁目,0,,,768,1,1,458,294,14
23104078003,4,名古屋市西区,鳥見町三丁目,0,,,99,-,-,55,43,1
23104078004,4,名古屋市西区,鳥見町四丁目,0,,,61,-,-,36,23,2
231040790,3,名古屋市西区,中小田井,0,,,4673,-,2,2981,1568,122
23104079091,4,名古屋市西区,中小田井一丁目,0,,,636,-,-,367,248,21
23104079092,4,名古屋市西区,中小田井二丁目,0,,,1214,-,1,764,416,33
23104079093,4,名古屋市西区,中小田井三丁目,0,,,796,-,1,504,266,25
23104079094,4,名古屋市西区,中小田井四丁目,0,,,902,-,-,620,265,17
23104079095,4,名古屋市西区,中小田井五丁目,0,,,1125,-,-,726,373,26
231040840,2,名古屋市西区,長先町,0,,,107,-,-,58,49,-
231040850,2,名古屋市西区,中沼町,0,,,1023,-,1,465,520,37
231040860,3,名古屋市西区,那古野,0,,,2057,-,1,1077,911,68
23104086091,4,名古屋市西区,那古野一丁目,0,,,996,-,-,485,477,34
23104086092,4,名古屋市西区,那古野二丁目,0,,,1061,-,1,592,434,34
231040880,3,名古屋市西区,名塚町,0,,,704,1,2,437,236,28
23104088001,4,名古屋市西区,名塚町一丁目,0,,,108,-,1,68,34,5
23104088002,4,名古屋市西区,名塚町二丁目,0,,,156,-,-,111,36,9
23104088003,4,名古屋市西区,名塚町三丁目,0,,,190,1,-,107,75,7
23104088004,4,名古屋市西区,名塚町四丁目,0,,,118,-,1,83,33,1
23104088005,4,名古屋市西区,名塚町五丁目,0,,,132,-,-,68,58,6
231040900,2,名古屋市西区,西原町,0,,,186,-,-,117,66,3
231040910,2,名古屋市西区,野南町,0,,,229,-,-,127,95,7
231040920,3,名古屋市西区,則武新町,0,,,2018,2,1,1070,890,55
23104092091,4,名古屋市西区,則武新町一丁目,0,,,706,1,-,397,292,16
23104092092,4,名古屋市西区,則武新町二丁目,0,,,651,1,1,364,275,10
23104092093,4,名古屋市西区,則武新町三丁目,0,,,404,-,-,198,191,15
23104092094,4,名古屋市西区,則武新町四丁目,0,,,257,-,-,111,132,14
231040950,3,名古屋市西区,花の木,0,,,1975,1,-,1095,823,56
23104095091,4,名古屋市西区,花の木一丁目,0,,,603,-,-,355,238,10
23104095092,4,名古屋市西区,花の木二丁目,0,,,637,-,-,359,248,30
23104095093,4,名古屋市西区,花の木三丁目,0,,,735,1,-,381,337,16
231040980,2,名古屋市西区,花原町,0,,,354,-,-,210,136,8
231040990,3,名古屋市西区,幅下,0,,,1589,1,1,942,600,45
23104099091,4,名古屋市西区,幅下一丁目,0,,,761,-,1,442,299,19
23104099092,4,名古屋市西区,幅下二丁目,0,,,828,1,-,500,301,26
231041010,2,名古屋市西区,樋の口町,0,,,27,-,-,16,11,-
231041020,3,名古屋市西区,比良,0,,,2016,4,5,1246,710,51
23104102091,4,名古屋市西区,比良一丁目,0,,,528,-,-,323,190,15
23104102092,4,名古屋市西区,比良二丁目,0,,,452,-,1,291,154,6
23104102093,4,名古屋市西区,比良三丁目,0,,,488,1,-,296,179,12
23104102094,4,名古屋市西区,比良四丁目,0,,,548,3,4,336,187,18
231041060,2,名古屋市西区,平出町,0,,,524,2,1,307,208,6
231041070,2,名古屋市西区,平中町,0,,,653,5,1,430,205,12
231041100,3,名古屋市西区,枇杷島,0,,,3416,-,3,2001,1321,91
23104110091,4,名古屋市西区,枇杷島一丁目,0,,,593,-,-,342,240,11
23104110092,4,名古屋市西区,枇杷島二丁目,0,,,447,-,1,258,179,9
23104110093,4,名古屋市西区,枇杷島三丁目,0,,,671,-,-,364,293,14
23104110094,4,名古屋市西区,枇杷島四丁目,0,,,728,-,-,430,272,26
23104110095,4,名古屋市西区,枇杷島五丁目,0,,,977,-,2,607,337,31
231041170,2,名古屋市西区,二方町,0,,,1060,-,3,834,214,9
231041180,2,名古屋市西区,宝地町,0,,,606,-,-,393,202,11
231041200,3,名古屋市西区,堀越,0,,,287,-,-,190,84,13
23104120091,4,名古屋市西区,堀越一丁目,0,,,31,-,-,28,3,-
23104120092,4,名古屋市西区,堀越二丁目,0,,,107,-,-,67,35,5
23104120093,4,名古屋市西区,堀越三丁目,0,,,149,-,-,95,46,8
231041230,2,名古屋市西区,堀端町,0,,,63,-,-,44,19,-
231041240,2,名古屋市西区,桝形町,0,,,39,-,-,21,18,-
231041250,3,名古屋市西区,又穂町,0,,,975,1,-,512,428,34
23104125001,4,名古屋市西区,又穂町一丁目,0,,,140,-,-,71,60,9
23104125002,4,名古屋市西区,又穂町二丁目,0,,,229,-,-,82,141,6
23104125003,4,名古屋市西区,又穂町三丁目,0,,,180,-,-,111,63,6
23104125004,4,名古屋市西区,又穂町四丁目,0,,,135,-,-,69,63,3
23104125005,4,名古屋市西区,又穂町五丁目,0,,,149,1,-,96,47,5
23104125006,4,名古屋市西区,又穂町六丁目,0,,,142,-,-,83,54,5
231041280,3,名古屋市西区,丸野,0,,,114,-,-,72,35,7
23104128091,4,名古屋市西区,丸野一丁目,0,,,12,-,-,4,8,-
23104128092,4,名古屋市西区,丸野二丁目,0,,,102,-,-,68,27,7
231041300,3,名古屋市西区,万代町,0,,,309,1,-,212,88,8
23104130001,4,名古屋市西区,万代町一丁目,0,,,63,-,-,39,22,2
23104130002,4,名古屋市西区,万代町二丁目,0,,,246,1,-,173,66,6
231041320,2,名古屋市西区,南川町,0,,,749,-,-,455,265,29
231041330,3,名古屋市西区,南堀越,0,,,651,-,1,427,207,16
23104133091,4,名古屋市西区,南堀越一丁目,0,,,547,-,1,362,170,14
23104133092,4,名古屋市西区,南堀越二丁目,0,,,104,-,-,65,37,2
231041350,2,名古屋市西区,見寄町,0,,,118,-,-,73,41,4
231041360,3,名古屋市西区,名駅,0,,,1524,1,-,765,712,46
23104136091,4,名古屋市西区,名駅一丁目,0,,,30,-,-,12,18,-
23104136092,4,名古屋市西区,名駅二丁目,0,,,1331,1,-,668,619,43
23104136093,4,名古屋市西区,名駅三丁目,0,,,163,-,-,85,75,3
231041400,2,名古屋市西区,八筋町,0,,,786,-,1,555,211,19
231041410,3,名古屋市西区,山木,0,,,1009,-,1,661,318,29
