KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001100001,T001100002,T001100003,T001100004,T001100005,T001100006,T001100007,T001100008,T001100009,T001100010,T001100011,T001100012,T001100013,T001100014,T001100015,T001100016,T001100017,T001100018,T001100019,T001100020,T001100021,T001100022,T001100023,T001100024,T001100025,T001100026,T001100027,T001100028,T001100029,T001100030,T001100031,T001100032,T001100033,T001100034,T001100035,T001100036,T001100037,T001100038,T001100039,T001100040,T001100041,T001100042,T001100043,T001100044,T001100045,T001100046,T001100047,T001100048,T001100049,T001100050
,,,,Å@êlå˚ÅiëçêîÅj,Å@êlå˚ÅiëçêîÅjÅ@íj,Å@êlå˚ÅiëçêîÅjÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇPÇWçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇWçŒà»è„êlå˚Å@íj,Å@ÇPÇWçŒà»è„êlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚Å@ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@ÇWÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇWÇTçŒà»è„êlå˚Å@íj,Å@ÇWÇTçŒà»è„êlå˚Å@èó,Å@ÇXÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇXÇTçŒà»è„êlå˚Å@íj,Å@ÇXÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚Å@ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇQêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇRêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇSêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇTêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓíPêgê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓïvïwê¢ë—êîÅ@àÍî ê¢ë—êî
52390090,2,52391000,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52390249,2,52390258,,9,6,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52390258,1,,52390249;52390259,14,7,7,0,0,0,26,14,12,19,10,9,26,14,12,26,14,12,7,4,3,2,1,1,0,0,0,0,0,0,1,1,0,11,11,13,5,1,0,0,0,0,6,6,0,0,6,4,3,1
52390259,2,52390258,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52390268,2,52390278,,13,11,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52390278,1,,52390268,248,122,126,20,13,7,241,120,121,109,59,50,233,116,117,231,115,116,132,61,71,72,27,45,31,10,21,4,2,2,3,3,0,138,137,77,45,12,8,2,0,1,67,64,3,4,93,5,51,28
52390288,0,,,71,37,34,18,11,7,53,26,27,30,16,14,53,26,27,52,25,27,23,10,13,5,3,2,0,0,0,0,0,0,0,0,0,32,32,11,10,7,1,3,0,0,21,19,2,5,15,0,5,8
52390298,0,,,622,313,309,85,51,34,537,262,275,345,188,157,525,255,270,519,254,265,192,74,118,106,36,70,37,8,29,2,0,2,1,0,1,351,351,194,90,33,25,5,4,0,153,148,5,27,152,19,84,32
52390299,0,,,80,36,44,13,8,5,67,28,39,36,13,23,66,27,39,66,27,39,31,15,16,20,11,9,7,5,2,0,0,0,0,0,0,47,47,27,12,5,1,2,0,0,20,19,1,3,22,0,13,7
52390312,0,,,19,14,5,0,0,0,19,14,5,11,9,2,18,14,4,18,14,4,8,5,3,4,3,1,0,0,0,0,0,0,0,0,0,15,15,13,0,2,0,0,0,0,2,2,0,0,8,1,7,0
52390313,0,,,161,84,77,7,0,7,154,84,70,78,49,29,151,82,69,150,81,69,76,35,41,43,15,28,19,5,14,0,0,0,5,3,2,94,94,48,30,12,3,1,0,0,45,43,2,2,58,0,29,15
52390314,0,,,142,67,75,23,15,8,119,52,67,69,30,39,114,49,65,114,49,65,50,22,28,24,8,16,8,4,4,1,0,1,2,0,2,67,67,24,23,12,4,4,0,0,43,43,0,6,34,3,13,13
52390315,0,,,24,12,12,2,1,1,22,11,11,7,3,4,21,11,10,21,11,10,15,8,7,7,4,3,2,1,1,0,0,0,0,0,0,13,13,5,6,1,1,0,0,0,8,7,1,0,10,0,4,4
52390321,0,,,26,12,14,0,0,0,26,12,14,9,4,5,26,12,14,26,12,14,17,8,9,6,2,4,3,1,2,0,0,0,0,0,0,15,15,6,8,0,1,0,0,0,9,8,1,0,11,0,4,5
52390322,0,,,211,101,110,10,2,8,201,99,102,94,49,45,200,98,102,200,98,102,107,50,57,47,14,33,14,2,12,1,0,1,0,0,0,120,120,51,54,8,7,0,0,0,68,62,6,3,78,2,31,30
52390323,0,,,234,123,111,20,11,9,214,112,102,107,58,49,208,108,100,207,107,100,107,54,53,54,27,27,14,7,7,1,0,1,0,0,0,138,138,74,43,11,9,1,0,0,63,60,3,3,81,4,47,22
52390324,1,,52390334,452,263,189,32,21,11,425,245,180,249,162,87,413,238,175,412,237,175,176,83,93,72,23,49,15,4,11,3,2,1,41,41,0,275,234,126,70,24,14,2,1,0,111,103,8,10,129,19,62,42
52390325,0,,,323,162,161,28,15,13,295,147,148,130,75,55,288,144,144,286,143,143,165,72,93,76,28,48,24,6,18,2,0,2,6,6,0,192,192,103,65,11,9,3,1,0,88,86,2,8,124,3,69,38
52390330,0,,,29,15,14,0,0,0,29,15,14,13,7,6,29,15,14,29,15,14,16,8,8,9,4,5,2,0,2,0,0,0,1,1,0,18,18,8,9,1,0,0,0,0,10,10,0,0,12,1,6,5
52390331,0,,,108,54,54,4,3,1,104,51,53,50,23,27,101,50,51,101,50,51,54,28,26,29,11,18,5,0,5,1,0,1,1,0,1,64,64,31,25,6,1,1,0,0,33,33,0,2,39,4,16,16
52390332,0,,,16,9,7,0,0,0,16,9,7,3,2,1,16,9,7,16,9,7,13,7,6,7,4,3,2,1,1,2,1,1,0,0,0,9,9,3,5,1,0,0,0,0,5,5,0,0,8,0,3,2
52390333,0,,,193,128,65,0,0,0,193,128,65,148,102,46,193,128,65,193,128,65,45,26,19,15,10,5,2,1,1,0,0,0,0,0,0,31,28,23,5,0,0,0,0,0,5,4,1,0,6,9,3,2
52390334,2,52390324,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52390335,1,,52390380,264,187,77,13,3,10,256,187,69,231,174,57,95,62,33,61,38,23,25,13,12,7,4,3,1,0,1,0,0,0,4,4,0,43,39,24,12,1,2,2,0,1,18,17,1,4,17,2,8,6
52390380,2,52390335,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52391000,1,,52390090,335,164,171,14,7,7,325,159,166,162,86,76,318,156,162,313,153,160,163,73,90,95,42,53,33,9,24,2,0,2,7,1,6,167,167,73,52,25,12,4,2,1,96,71,25,3,112,8,37,26
52391001,0,,,268,132,136,25,11,14,243,121,122,132,65,67,231,117,114,229,116,113,111,56,55,54,27,27,13,7,6,2,1,1,1,1,0,104,104,19,44,18,11,10,1,1,84,70,14,2,69,1,11,27
52391010,0,,,23,11,12,1,0,1,22,11,11,13,6,7,21,11,10,21,11,10,9,5,4,4,3,1,2,2,0,0,0,0,0,0,0,8,8,2,3,1,0,1,0,1,6,3,3,1,5,0,1,1
52391011,0,,,341,163,178,43,19,24,298,144,154,166,86,80,291,140,151,286,140,146,132,58,74,58,24,34,14,5,9,2,0,2,1,1,0,149,149,51,49,23,15,5,4,2,97,78,19,11,88,2,30,25
52391012,0,,,31,16,15,3,1,2,28,15,13,17,9,8,28,15,13,28,15,13,11,6,5,3,2,1,1,0,1,0,0,0,2,1,1,14,14,7,3,2,0,1,0,1,7,5,2,0,6,2,2,0
52391013,0,,,30,14,16,2,0,2,28,14,14,23,12,11,28,14,14,28,14,14,5,2,3,1,1,0,0,0,0,0,0,0,15,5,10,25,25,22,2,0,1,0,0,0,3,3,0,0,4,10,3,1
52391020,0,,,100,50,50,8,5,3,92,45,47,34,17,17,92,45,47,92,45,47,58,28,30,36,15,21,12,5,7,1,0,1,0,0,0,43,43,14,13,9,4,2,0,1,29,19,10,2,38,0,10,7
52391021,0,,,61,26,35,4,2,2,57,24,33,25,10,15,57,24,33,56,24,32,32,14,18,17,8,9,3,1,2,0,0,0,0,0,0,25,25,6,7,9,2,0,1,0,19,14,5,1,18,2,2,6
52391022,0,,,1250,589,661,115,51,64,1134,537,597,622,321,301,1104,519,585,1092,513,579,512,216,296,247,93,154,72,18,54,7,2,5,8,1,7,577,576,225,181,79,58,19,8,6,348,269,79,16,335,39,97,88
52391023,0,,,2684,1239,1445,186,85,101,2498,1154,1344,1222,611,611,2436,1124,1312,2407,1111,1296,1276,543,733,653,266,387,193,78,115,13,1,12,9,1,8,1281,1281,490,442,189,95,38,19,8,782,630,152,35,880,72,289,236
52391030,0,,,24,11,13,2,2,0,22,9,13,12,5,7,21,9,12,20,9,11,10,4,6,6,2,4,2,1,1,0,0,0,0,0,0,11,11,3,6,1,0,0,1,0,8,6,2,0,7,0,2,3
52391031,0,,,33,12,21,8,2,6,25,10,15,14,6,8,25,10,15,25,10,15,11,4,7,9,4,5,1,0,1,0,0,0,0,0,0,12,12,3,3,3,2,0,0,1,9,8,1,1,8,0,3,2
52391032,1,,52391042,245,122,123,20,9,11,228,114,114,121,63,58,224,111,113,221,108,113,107,51,56,58,28,30,10,4,6,0,0,0,0,0,0,104,104,22,47,19,11,5,1,0,83,72,11,4,73,0,16,27
52391033,0,,,632,305,327,54,31,23,578,274,304,256,129,127,565,267,298,562,266,296,322,145,177,186,80,106,64,31,33,1,1,0,1,0,1,274,273,116,93,32,20,7,2,3,156,138,18,13,176,5,70,50
52391034,0,,,10,5,5,0,0,0,10,5,5,7,4,3,10,5,5,9,4,5,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,5,5,2,2,0,1,0,0,0,3,2,1,0,2,0,0,1
52391041,0,,,19,9,10,3,2,1,16,7,9,7,3,4,16,7,9,16,7,9,9,4,5,5,2,3,1,0,1,0,0,0,0,0,0,7,7,0,3,3,1,0,0,0,6,4,2,1,5,0,0,2
52391042,2,52391032,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52391043,0,,,145,68,77,30,15,15,115,53,62,92,42,50,107,50,57,106,49,57,23,11,12,7,4,3,1,0,1,0,0,0,0,0,0,49,49,8,10,12,14,5,0,0,40,34,6,5,17,0,3,4
52391044,0,,,134,64,70,2,0,2,131,64,67,36,18,18,128,61,67,128,61,67,95,46,49,35,13,22,8,4,4,1,0,1,3,1,2,82,82,42,32,5,2,1,0,0,40,36,4,0,67,0,34,25
52391051,0,,,14,8,6,0,0,0,14,8,6,4,2,2,14,8,6,14,8,6,10,6,4,5,3,2,0,0,0,0,0,0,0,0,0,10,10,6,4,0,0,0,0,0,4,3,1,0,8,0,4,2
52391054,0,,,61,29,32,2,0,2,59,29,30,30,14,16,58,29,29,58,29,29,29,15,14,12,5,7,2,0,2,1,0,1,2,1,1,33,33,17,9,5,1,0,0,1,16,13,3,1,23,0,12,5
52391062,0,,,21,10,11,0,0,0,21,10,11,11,7,4,21,10,11,20,10,10,10,3,7,7,2,5,2,0,2,0,0,0,0,0,0,8,8,1,2,4,1,0,0,0,7,4,3,0,6,0,1,2
52391063,0,,,262,122,140,19,5,14,243,117,126,121,58,63,234,111,123,234,111,123,122,59,63,69,34,35,22,13,9,0,0,0,0,0,0,109,109,31,38,19,11,6,4,0,77,53,24,4,82,0,21,26
52391064,0,,,1474,691,783,72,35,37,1398,654,744,707,356,351,1369,637,732,1350,626,724,691,298,393,443,164,279,175,54,121,24,6,18,27,1,26,612,606,275,181,86,35,22,6,1,324,261,63,24,336,58,124,84
52391065,0,,,290,153,137,14,7,7,276,146,130,132,78,54,273,144,129,270,142,128,144,68,76,72,29,43,21,8,13,1,0,1,5,3,2,180,180,106,57,6,3,8,0,0,66,62,4,1,109,13,55,25
52391072,2,52391073,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52391073,1,,52391072,173,63,110,8,5,3,166,58,108,64,29,35,165,58,107,163,58,105,102,29,73,75,15,60,51,12,39,13,0,13,0,0,0,63,62,26,26,5,4,2,0,0,36,30,6,2,34,4,11,11
52391074,0,,,692,328,364,62,34,28,630,294,336,332,167,165,616,287,329,608,284,324,298,127,171,158,57,101,53,16,37,3,1,2,4,1,3,306,305,103,99,62,25,12,1,3,194,161,33,16,206,1,74,46
52391075,0,,,683,328,355,44,19,25,638,308,330,328,160,168,624,300,324,615,296,319,310,148,162,175,76,99,32,9,23,1,0,1,12,4,8,375,375,189,111,43,22,7,2,1,185,162,23,9,232,10,108,53
52391080,0,,,9,5,4,0,0,0,9,5,4,5,2,3,9,5,4,9,5,4,4,3,1,3,3,0,1,1,0,0,0,0,0,0,0,5,5,1,4,0,0,0,0,0,4,4,0,0,3,0,1,1
52391083,0,,,80,44,36,3,3,0,77,41,36,23,10,13,75,40,35,74,40,34,54,31,23,23,12,11,8,3,5,2,0,2,1,1,0,42,42,14,20,6,2,0,0,0,27,25,2,0,34,0,9,16
52391084,0,,,920,459,461,66,33,33,852,424,428,436,232,204,836,416,420,829,411,418,416,192,224,232,97,135,57,18,39,4,1,3,16,7,9,468,467,196,164,62,29,11,5,0,264,222,42,19,279,28,101,83
52391085,0,,,254,121,133,9,4,5,245,117,128,110,54,56,241,115,126,238,115,123,135,63,72,61,26,35,13,3,10,0,0,0,10,1,9,170,170,110,43,11,5,1,0,0,58,50,8,2,102,12,61,25
52391090,1,,52391091,59,38,21,0,0,0,60,39,21,16,11,5,60,39,21,60,39,21,44,28,16,18,11,7,1,0,1,0,0,0,0,0,0,40,40,23,17,1,0,0,0,0,18,17,1,0,30,0,15,12
52391091,2,52391090,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52391093,0,,,111,61,50,4,1,3,107,60,47,35,20,15,106,60,46,106,60,46,72,40,32,35,20,15,7,2,5,0,0,0,3,2,1,61,61,27,26,4,2,1,0,1,34,30,4,1,50,0,22,18
52391094,0,,,178,70,108,0,0,0,178,70,108,12,6,6,178,70,108,178,70,108,166,64,102,147,56,91,78,31,47,5,3,2,2,1,1,64,59,15,44,0,0,0,0,0,44,43,1,0,53,0,13,40
52391095,0,,,291,139,152,15,7,8,276,132,144,129,64,65,274,131,143,273,130,143,147,68,79,66,34,32,17,8,9,1,1,0,10,3,7,157,157,74,52,20,6,2,2,1,83,64,19,5,96,17,24,35
52391096,0,,,43,14,29,0,0,0,43,14,29,30,12,18,43,14,29,43,14,29,13,2,11,9,0,9,4,0,4,0,0,0,2,1,1,33,33,26,5,1,1,0,0,0,6,4,2,0,12,13,7,1
52391208,0,,,868,436,432,112,54,58,756,382,374,415,228,187,738,373,365,731,370,361,341,154,187,186,80,106,60,26,34,4,2,2,3,1,2,474,474,241,139,47,31,13,2,1,230,215,15,37,250,25,124,76
52391209,0,,,42,19,23,5,2,3,37,17,20,27,13,14,34,15,19,34,15,19,10,4,6,7,2,5,0,0,0,0,0,0,0,0,0,21,21,11,3,3,4,0,0,0,10,10,0,2,7,0,3,1
52391218,0,,,568,298,270,59,27,32,509,271,238,373,212,161,503,269,234,500,267,233,136,59,77,69,26,43,22,8,14,0,0,0,2,1,1,304,300,182,71,22,20,4,1,0,118,108,10,17,101,42,51,26
52391219,0,,,23,12,11,3,2,1,20,10,10,11,6,5,20,10,10,20,10,10,9,4,5,6,2,4,4,1,3,0,0,0,0,0,0,11,11,4,5,0,1,1,0,0,7,7,0,0,6,0,2,3
52391228,0,,,211,106,105,23,10,13,188,96,92,111,59,52,184,96,88,184,96,88,77,37,40,42,20,22,8,2,6,1,0,1,0,0,0,109,109,48,37,11,10,2,1,0,59,52,7,5,58,3,24,12
52391229,0,,,252,118,134,18,9,9,234,109,125,82,47,35,227,106,121,226,105,121,152,62,90,114,42,72,63,16,47,16,1,15,3,3,0,88,87,36,32,12,4,0,3,0,49,47,2,5,49,4,22,17
52391238,0,,,178,87,91,17,9,8,161,78,83,85,42,43,155,75,80,151,74,77,76,36,40,39,15,24,13,4,9,0,0,0,0,0,0,95,95,39,40,7,7,2,0,0,55,52,3,1,52,2,21,21
52391239,0,,,398,195,203,44,27,17,354,168,186,218,104,114,340,161,179,335,160,175,136,64,72,63,33,30,17,7,10,0,0,0,2,2,0,220,219,115,62,20,15,5,1,1,103,100,3,12,103,9,55,28
52391248,0,,,78,37,41,5,2,3,73,35,38,38,20,18,70,33,37,70,33,37,35,15,20,19,5,14,8,3,5,0,0,0,1,0,1,45,45,24,13,4,4,0,0,0,21,21,0,2,27,3,15,5
52391249,0,,,165,69,96,29,11,18,136,58,78,84,42,42,132,56,76,132,56,76,52,16,36,28,9,19,16,4,12,4,1,3,1,0,1,76,76,27,29,8,6,4,2,0,49,45,4,6,39,3,14,11
52391258,0,,,24,9,15,3,1,2,21,8,13,12,6,6,19,8,11,17,7,10,9,2,7,4,1,3,1,0,1,0,0,0,0,0,0,11,11,6,3,0,0,1,0,1,5,4,1,0,7,0,4,2
52391259,0,,,76,43,33,9,4,5,67,39,28,39,23,16,63,36,27,62,35,27,28,16,12,16,11,5,4,0,4,0,0,0,0,0,0,39,39,22,8,1,6,1,1,0,16,15,1,1,21,2,13,5
52391302,0,,,13,6,7,0,0,0,13,6,7,6,2,4,13,6,7,13,6,7,7,4,3,1,0,1,0,0,0,0,0,0,0,0,0,10,10,7,3,0,0,0,0,0,3,3,0,0,6,0,3,2
52391314,2,52391333,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52391320,0,,,87,50,37,7,4,3,80,46,34,44,26,18,78,44,34,78,44,34,36,20,16,16,8,8,3,1,2,1,0,1,2,2,0,53,53,29,18,3,2,1,0,0,24,24,0,1,28,3,15,8
52391321,2,52391332,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52391322,0,,,27,14,13,1,1,0,26,13,13,14,8,6,25,12,13,24,11,13,12,5,7,8,3,5,1,0,1,0,0,0,0,0,0,16,16,9,4,2,1,0,0,0,7,7,0,0,9,1,5,4
52391324,2,52391333,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52391330,0,,,253,122,131,44,24,20,209,98,111,142,65,77,199,95,104,193,92,101,67,33,34,33,14,19,8,3,5,1,0,1,1,0,1,125,125,54,39,17,9,3,2,1,71,70,1,13,48,7,22,16
52391331,0,,,25,14,11,0,0,0,25,14,11,12,9,3,25,14,11,24,13,11,13,5,8,8,2,6,2,0,2,0,0,0,0,0,0,16,16,8,7,1,0,0,0,0,8,8,0,0,10,0,5,2
52391332,1,,52391321,29,16,13,2,2,0,30,15,15,17,9,8,30,15,15,30,15,15,13,6,7,10,4,6,4,2,2,0,0,0,0,0,0,20,20,13,6,1,1,0,0,0,8,8,0,0,11,0,8,2
52391333,1,,52391314;52391324;52391334,157,69,88,14,6,8,153,67,86,61,26,35,148,67,81,148,67,81,92,41,51,44,19,25,10,2,8,0,0,0,0,0,0,91,91,42,42,5,4,2,0,0,53,53,0,3,66,2,30,30
52391334,2,52391333,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52391340,0,,,112,56,56,14,11,3,98,45,53,56,28,28,96,44,52,96,44,52,42,17,25,26,9,17,8,2,6,0,0,0,0,0,0,55,55,20,23,5,4,3,0,0,34,31,3,4,32,2,13,7
52391341,0,,,174,88,86,19,10,9,155,78,77,74,45,29,153,76,77,150,75,75,81,33,48,54,16,38,20,7,13,0,0,0,6,3,3,104,104,68,21,4,5,4,2,0,36,34,2,6,66,0,45,10
52391342,0,,,30,16,14,0,0,0,30,16,14,10,7,3,30,16,14,30,16,14,20,9,11,14,6,8,6,2,4,0,0,0,0,0,0,18,18,10,4,4,0,0,0,0,8,6,2,0,16,0,8,3
52391343,0,,,27,12,15,7,2,5,20,10,10,10,6,4,20,10,10,20,10,10,10,4,6,6,1,5,5,1,4,0,0,0,0,0,0,11,11,4,2,2,2,1,0,0,7,6,1,1,7,0,3,1
52392000,2,52392004,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52392001,2,52392004,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52392004,1,,52392000;52392001,15,7,8,0,0,0,22,10,12,7,4,3,22,10,12,22,10,12,15,6,9,10,5,5,4,2,2,0,0,0,0,0,0,6,6,3,5,3,0,0,0,0,8,7,1,0,9,0,2,4
52392005,0,,,239,111,128,11,2,9,228,109,119,99,55,44,223,106,117,221,104,117,129,54,75,70,27,43,17,5,12,1,0,1,1,1,0,108,108,34,42,19,5,6,0,2,73,56,17,1,86,0,24,27
52392006,0,,,25,14,11,0,0,0,25,14,11,11,7,4,25,14,11,25,14,11,14,7,7,8,4,4,0,0,0,0,0,0,1,1,0,15,15,7,7,0,1,0,0,0,8,7,1,0,10,0,3,4
52392015,1,,52392024,309,146,163,22,5,17,288,142,146,114,59,55,286,140,146,286,140,146,174,83,91,79,33,46,25,6,19,3,0,3,6,1,5,163,163,64,68,24,4,2,2,0,99,89,10,6,116,3,43,39
52392016,0,,,53,27,26,0,0,0,53,27,26,15,5,10,52,27,25,52,27,25,38,22,16,19,9,10,6,3,3,1,1,0,0,0,0,31,31,12,17,1,1,0,0,0,19,18,1,0,26,0,9,13
52392024,2,52392015,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52392025,0,,,51,28,23,3,2,1,48,26,22,15,8,7,48,26,22,48,26,22,33,18,15,20,14,6,4,2,2,0,0,0,0,0,0,29,29,13,12,2,2,0,0,0,15,13,2,0,23,0,10,8
52392026,0,,,50,24,26,1,1,0,48,22,26,17,8,9,48,22,26,48,22,26,31,14,17,20,10,10,8,4,4,0,0,0,1,1,0,23,23,6,12,2,2,0,1,0,17,14,3,0,20,0,4,9
52392027,2,52392037,,3,3,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52392035,1,,52392043;52392044;52392052,164,86,78,2,2,0,163,87,76,30,16,14,163,87,76,162,87,75,133,71,62,58,31,27,6,5,1,0,0,0,1,1,0,101,101,47,51,5,0,1,0,0,54,51,3,0,88,0,35,43
52392036,0,,,126,60,66,0,0,0,125,60,65,23,9,14,125,60,65,125,60,65,102,51,51,55,29,26,10,4,6,0,0,0,1,0,1,72,72,25,42,3,2,0,0,0,46,43,3,0,61,0,19,33
52392037,1,,52392027,476,222,254,9,3,6,462,217,245,158,76,82,457,214,243,451,211,240,304,141,163,164,71,93,34,13,21,2,0,2,7,3,4,288,288,145,117,19,8,1,1,0,144,131,13,3,203,16,80,92
52392043,2,52392035,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52392044,2,52392035,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52392046,0,,,146,74,72,1,0,1,145,74,71,36,19,17,145,74,71,144,73,71,109,55,54,46,24,22,10,4,6,2,1,1,3,1,2,79,79,23,47,7,2,0,0,0,54,51,3,0,68,0,20,34
52392047,0,,,399,193,206,30,17,13,359,172,187,162,87,75,352,169,183,350,168,182,197,85,112,114,41,73,41,9,32,10,2,8,2,1,1,189,188,78,69,24,10,2,2,3,109,96,13,5,117,7,42,34
52392048,0,,,786,384,402,80,49,31,694,328,366,367,184,183,677,321,356,668,315,353,327,144,183,168,68,100,41,11,30,2,0,2,2,2,0,397,397,169,130,51,35,8,4,0,222,195,27,22,219,14,82,68
