KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001100001,T001100002,T001100003,T001100004,T001100005,T001100006,T001100007,T001100008,T001100009,T001100010,T001100011,T001100012,T001100013,T001100014,T001100015,T001100016,T001100017,T001100018,T001100019,T001100020,T001100021,T001100022,T001100023,T001100024,T001100025,T001100026,T001100027,T001100028,T001100029,T001100030,T001100031,T001100032,T001100033,T001100034,T001100035,T001100036,T001100037,T001100038,T001100039,T001100040,T001100041,T001100042,T001100043,T001100044,T001100045,T001100046,T001100047,T001100048,T001100049,T001100050
52404063,1,,52404064,187,89,98,10,5,5,180,85,95,93,41,52,173,81,92,170,80,90,87,44,43,42,17,25,18,8,10,2,1,1,0,0,0,77,77,15,35,19,6,1,2,1,64,52,12,2,58,0,13,19
52404064,2,52404063,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52404070,1,,52404080,17,10,7,3,3,0,16,8,8,9,5,4,15,7,8,14,7,7,7,3,4,5,2,3,0,0,0,0,0,0,0,0,0,6,6,1,4,0,1,0,1,0,6,6,0,0,4,0,1,3
52404073,0,,,53,23,30,8,3,5,45,20,25,25,11,14,45,20,25,44,20,24,20,9,11,8,2,6,1,1,0,0,0,0,1,0,1,26,26,11,9,3,2,0,0,1,15,14,1,1,16,0,8,3
52404074,0,,,736,361,375,50,24,26,686,337,349,335,163,172,668,329,339,657,325,332,351,174,177,183,85,98,56,22,34,7,0,7,8,2,6,346,345,133,121,45,29,12,4,1,210,171,39,12,232,2,85,68
52404075,0,,,552,267,285,46,23,23,505,243,262,258,123,135,494,238,256,488,235,253,247,120,127,131,55,76,53,21,32,6,1,5,4,2,2,247,247,87,86,35,20,9,8,2,159,122,37,12,180,1,60,42
52404076,0,,,115,58,57,10,7,3,105,51,54,51,27,24,104,50,54,102,50,52,54,24,30,28,12,16,10,6,4,1,1,0,0,0,0,44,44,10,15,9,5,3,1,1,34,26,8,3,35,0,9,9
52404080,2,52404070,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52404083,0,,,68,35,33,12,6,6,56,29,27,23,10,13,56,29,27,56,29,27,33,19,14,12,5,7,1,1,0,1,1,0,1,0,1,27,27,5,14,4,1,1,0,2,22,19,3,1,24,0,5,11
52404084,0,,,36,17,19,1,1,0,35,16,19,16,8,8,35,16,19,34,15,19,19,8,11,12,4,8,5,1,4,1,0,1,1,0,1,14,14,3,5,3,1,2,0,0,11,8,3,1,11,0,3,4
52404085,0,,,34,16,18,3,1,2,31,15,16,18,8,10,30,14,16,30,14,16,13,7,6,4,2,2,2,1,1,0,0,0,1,0,1,14,14,5,4,1,2,2,0,0,9,7,2,1,11,0,4,3
52404086,0,,,213,106,107,9,4,5,202,101,101,96,54,42,197,97,100,191,93,98,106,47,59,57,26,31,16,5,11,1,0,1,0,0,0,90,90,21,36,19,9,3,2,0,67,51,16,3,72,0,19,21
52404087,0,,,9,4,5,1,0,1,8,4,4,3,2,1,7,3,4,7,3,4,5,2,3,1,1,0,0,0,0,0,0,0,0,0,0,4,4,2,1,0,0,1,0,0,2,1,1,0,4,0,2,1
52404090,0,,,11,5,6,1,0,1,10,5,5,2,1,1,9,4,5,9,4,5,8,4,4,1,0,1,1,0,1,0,0,0,0,0,0,5,5,1,3,0,1,0,0,0,4,3,1,0,5,0,1,3
52404093,0,,,23,13,10,0,0,0,23,13,10,13,8,5,23,13,10,23,13,10,10,5,5,7,5,2,2,2,0,0,0,0,0,0,0,9,9,0,6,2,0,1,0,0,9,8,1,0,6,0,0,2
52404094,0,,,11,5,6,0,0,0,11,5,6,4,2,2,11,5,6,10,5,5,7,3,4,2,1,1,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,1,0,0,4,3,1,0,4,0,0,2
52404096,2,52404097,,93,50,43,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52404097,1,,52404096,521,249,272,46,21,25,566,276,290,320,163,157,562,274,288,501,244,257,246,113,133,134,53,81,52,16,36,4,0,4,25,6,19,238,237,95,79,28,19,11,4,2,140,117,23,10,165,4,69,40
52404098,0,,,148,73,75,7,4,3,141,69,72,54,29,25,141,69,72,138,69,69,87,40,47,46,22,24,17,8,9,1,1,0,3,2,1,72,72,29,20,16,5,1,1,0,43,37,6,3,61,0,25,15
52405000,0,,,40,20,20,3,0,3,37,20,17,16,9,7,37,20,17,37,20,17,21,11,10,11,3,8,4,1,3,0,0,0,0,0,0,22,22,11,6,3,2,0,0,0,11,10,1,0,17,0,8,2
52405001,0,,,33,19,14,2,1,1,31,18,13,10,8,2,31,18,13,31,18,13,21,10,11,13,6,7,5,1,4,1,0,1,0,0,0,13,13,2,6,3,1,0,1,0,11,8,3,0,10,0,0,4
52405002,0,,,111,52,59,3,2,1,108,50,58,59,28,31,104,47,57,100,46,54,49,22,27,29,14,15,7,3,4,1,1,0,0,0,0,39,39,4,14,11,6,2,2,0,35,22,13,0,32,0,3,7
52405003,0,,,30,13,17,0,0,0,30,13,17,13,6,7,30,13,17,30,13,17,17,7,10,9,3,6,7,2,5,1,0,1,0,0,0,13,13,4,4,4,0,0,1,0,9,5,4,0,12,0,4,2
52405004,0,,,32,15,17,5,3,2,27,12,15,14,6,8,26,11,15,26,11,15,13,6,7,7,4,3,1,0,1,1,0,1,0,0,0,11,11,1,4,3,2,0,1,0,10,9,1,1,8,0,0,3
52405005,0,,,149,79,70,12,7,5,137,72,65,76,44,32,132,69,63,128,67,61,61,28,33,25,12,13,6,3,3,1,0,1,0,0,0,58,58,12,23,8,9,5,1,0,46,36,10,1,41,0,7,14
52405006,0,,,229,105,124,24,9,15,202,95,107,101,47,54,200,94,106,198,94,104,101,48,53,43,21,22,16,4,12,5,1,4,0,0,0,101,101,34,34,18,5,7,3,0,64,53,11,2,67,0,25,19
52405007,0,,,504,244,260,13,7,6,491,237,254,163,83,80,488,235,253,486,234,252,328,154,174,231,98,133,122,40,82,15,3,12,14,1,13,121,118,47,40,19,7,5,0,0,71,58,13,3,67,16,17,21
52405008,0,,,35,16,19,0,0,0,35,16,19,15,6,9,35,16,19,34,15,19,20,10,10,14,5,9,5,1,4,1,0,1,1,0,1,15,15,5,5,2,1,2,0,0,10,7,3,0,14,0,5,3
52405010,0,,,31,18,13,0,0,0,31,18,13,19,12,7,31,18,13,31,18,13,12,6,6,8,4,4,5,2,3,0,0,0,0,0,0,13,13,3,4,4,2,0,0,0,10,6,4,0,7,0,1,0
52405011,0,,,22,13,9,0,0,0,22,13,9,8,7,1,22,13,9,22,13,9,14,6,8,6,3,3,2,1,1,0,0,0,0,0,0,11,11,2,8,0,1,0,0,0,9,8,1,0,9,0,2,4
52405012,0,,,20,10,10,1,1,0,19,9,10,7,4,3,19,9,10,19,9,10,12,5,7,4,1,3,2,0,2,0,0,0,0,0,0,8,8,1,3,3,1,0,0,0,7,5,2,1,7,0,1,2
52405013,0,,,57,29,28,4,1,3,53,28,25,24,13,11,53,28,25,53,28,25,29,15,14,17,7,10,5,3,2,1,0,1,0,0,0,24,24,6,10,4,2,1,1,0,18,13,5,1,21,0,6,4
52405014,0,,,169,89,80,8,6,2,161,83,78,76,44,32,160,82,78,159,82,77,85,39,46,48,24,24,13,6,7,1,0,1,1,0,1,91,91,39,34,11,6,1,0,0,51,41,10,3,62,0,24,19
52405015,0,,,137,70,67,9,4,5,127,65,62,69,39,30,123,62,61,122,62,60,58,26,32,27,10,17,9,2,7,0,0,0,6,3,3,61,61,20,20,12,6,1,2,0,38,29,9,2,42,0,14,8
52405016,0,,,178,90,88,19,9,10,158,80,78,91,49,42,153,77,76,146,71,75,67,31,36,35,18,17,8,4,4,0,0,0,2,1,1,91,91,39,31,10,8,3,0,0,51,46,5,3,43,10,12,19
52405017,0,,,462,227,235,49,28,21,409,197,212,227,117,110,399,191,208,396,190,206,182,80,102,97,41,56,27,6,21,3,0,3,3,1,2,197,197,62,68,32,18,10,5,2,133,110,23,11,123,7,33,34
52405018,0,,,1271,600,671,119,66,53,1136,528,608,584,280,304,1114,519,595,1093,512,581,552,248,304,324,131,193,118,43,75,8,2,6,37,15,22,609,609,243,205,78,44,28,9,2,361,300,61,30,379,27,123,113
52405020,0,,,37,18,19,3,1,2,34,17,17,11,6,5,34,17,17,34,17,17,23,11,12,15,7,8,4,1,3,1,0,1,0,0,0,15,15,4,4,6,0,0,0,1,11,6,5,0,15,0,4,3
52405021,0,,,49,27,22,5,3,2,44,24,20,16,10,6,44,24,20,44,24,20,28,14,14,17,6,11,9,3,6,1,1,0,0,0,0,23,23,5,12,4,2,0,0,0,18,16,2,1,18,0,4,8
52405022,1,,52405032,36,19,17,2,2,0,39,20,19,19,11,8,39,20,19,38,19,19,20,9,11,16,6,10,7,3,4,0,0,0,1,0,1,16,16,5,6,4,3,0,0,0,13,10,3,1,15,0,5,3
52405023,0,,,15,8,7,1,1,0,14,7,7,2,1,1,14,7,7,14,7,7,12,6,6,3,1,2,0,0,0,0,0,0,0,0,0,7,7,2,4,0,0,1,0,0,5,4,1,0,7,0,2,4
52405024,0,,,18,10,8,2,1,1,16,9,7,10,6,4,15,8,7,14,8,6,6,3,3,3,1,2,1,0,1,0,0,0,0,0,0,10,10,6,1,2,1,0,0,0,4,4,0,0,5,0,4,1
52405025,0,,,20,11,9,3,3,0,17,8,9,11,5,6,17,8,9,17,8,9,6,3,3,4,2,2,0,0,0,0,0,0,1,1,0,11,11,7,2,1,0,0,1,0,4,3,1,1,6,1,6,0
52405026,0,,,550,262,288,63,34,29,479,224,255,305,147,158,461,218,243,447,214,233,174,77,97,80,35,45,20,9,11,2,2,0,3,1,2,227,227,69,75,34,29,13,3,4,158,129,29,15,117,8,32,33
52405027,0,,,881,406,475,105,51,54,720,327,393,523,240,283,705,317,388,668,304,364,197,87,110,105,44,61,34,12,22,3,1,2,31,13,18,480,480,279,87,49,49,12,3,1,198,170,28,26,139,103,40,30
52405028,0,,,1883,876,1007,121,58,63,1682,764,918,964,468,496,1622,728,894,1546,690,856,718,296,422,437,168,269,169,51,118,18,2,16,72,34,38,962,957,511,247,103,57,19,15,5,441,367,74,35,452,109,176,112
52405030,0,,,20,8,12,0,0,0,20,8,12,9,3,6,19,8,11,18,8,10,11,5,6,5,1,4,2,0,2,0,0,0,0,0,0,9,9,4,2,1,1,1,0,0,5,4,1,0,8,0,4,1
52405032,2,52405022,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52405033,0,,,14,8,6,1,1,0,13,7,6,6,3,3,12,6,6,12,6,6,7,4,3,3,1,2,1,0,1,1,0,1,0,0,0,6,6,2,2,1,0,1,0,0,4,2,2,0,5,0,1,1
52405034,0,,,55,29,26,2,1,1,53,28,25,27,14,13,53,28,25,53,28,25,26,14,12,14,8,6,3,2,1,0,0,0,0,0,0,23,23,5,9,6,2,0,1,0,18,15,3,1,18,0,4,2
52405035,0,,,200,100,100,13,7,6,187,93,94,105,46,59,180,92,88,176,90,86,82,47,35,32,16,16,14,7,7,1,1,0,0,0,0,81,81,20,28,20,8,1,2,2,61,51,10,2,53,0,12,12
52405036,0,,,279,146,133,30,18,12,248,127,121,134,72,62,242,121,121,238,118,120,114,55,59,57,30,27,19,9,10,1,1,0,1,0,1,131,131,46,46,22,12,3,2,0,83,68,15,6,78,2,23,25
52405037,0,,,978,458,520,113,57,56,840,387,453,549,265,284,814,373,441,796,364,432,291,122,169,152,63,89,48,15,33,6,2,4,16,6,10,467,467,195,134,65,54,12,5,2,268,237,31,31,198,54,66,60
52405038,0,,,1632,787,845,203,103,100,1363,644,719,949,466,483,1319,626,693,1291,614,677,414,178,236,236,98,138,69,28,41,3,0,3,23,12,11,864,863,456,202,102,68,23,7,5,398,354,44,64,289,130,107,82
52405039,0,,,191,81,110,17,11,6,169,70,99,111,44,67,166,69,97,158,67,91,58,26,32,37,14,23,9,3,6,1,0,1,2,1,1,113,113,73,17,13,5,5,0,0,37,27,10,6,36,32,14,7
52405040,0,,,89,44,45,10,6,4,79,38,41,42,23,19,77,36,41,76,35,41,37,15,22,23,12,11,10,4,6,0,0,0,0,0,0,34,34,8,13,4,6,0,2,1,26,19,7,3,23,0,4,6
52405041,0,,,98,47,51,5,1,4,93,46,47,47,23,24,92,46,46,90,45,45,46,23,23,26,11,15,9,3,6,0,0,0,1,1,0,42,42,16,10,9,4,0,2,1,26,19,7,0,32,0,12,7
52405042,0,,,124,62,62,9,4,5,115,58,57,61,33,28,111,55,56,108,52,56,54,25,29,28,12,16,8,0,8,0,0,0,0,0,0,48,48,10,20,9,2,4,2,1,38,27,11,2,37,0,8,7
52405043,0,,,151,75,76,12,8,4,138,66,72,57,27,30,135,65,70,134,64,70,81,39,42,35,14,21,14,4,10,1,0,1,1,1,0,69,69,20,28,12,6,3,0,0,49,40,9,4,55,0,16,19
52405044,0,,,205,102,103,28,17,11,177,85,92,101,54,47,171,80,91,169,80,89,76,31,45,41,17,24,15,4,11,3,0,3,0,0,0,75,75,18,23,13,12,4,3,2,57,41,16,8,51,0,13,13
52405045,0,,,607,299,308,90,50,40,517,249,268,327,163,164,493,237,256,490,235,255,190,86,104,70,25,45,21,10,11,5,0,5,10,3,7,231,231,56,73,46,25,21,8,2,172,140,32,23,122,3,24,33
52405046,0,,,611,291,320,75,44,31,529,246,283,331,158,173,518,239,279,504,233,271,198,88,110,90,39,51,24,8,16,0,0,0,5,2,3,283,283,113,88,29,37,11,3,2,166,142,24,15,134,27,43,43
52405047,0,,,1075,517,558,196,110,86,869,401,468,591,286,305,836,380,456,823,374,449,278,115,163,119,46,73,39,8,31,2,0,2,3,1,2,439,439,133,119,77,81,25,4,0,301,263,38,52,192,16,56,53
52405048,0,,,1799,820,979,197,102,95,1577,705,872,922,426,496,1532,684,848,1516,674,842,655,279,376,364,143,221,169,53,116,25,2,23,28,7,21,728,724,300,183,120,69,40,8,4,415,351,64,55,308,126,79,81
52405049,0,,,2358,1026,1332,234,123,111,2005,838,1167,1444,612,832,1964,809,1155,1898,787,1111,561,226,335,323,106,217,148,40,108,22,1,21,55,18,37,1350,1346,878,219,147,69,24,4,5,455,405,50,86,316,398,117,78
52405050,0,,,181,88,93,11,5,6,170,83,87,81,44,37,164,79,85,163,79,84,89,39,50,48,17,31,20,7,13,0,0,0,0,0,0,80,80,31,24,9,9,5,0,2,49,33,16,5,63,0,24,13
52405051,0,,,274,135,139,32,13,19,242,122,120,124,66,58,235,117,118,234,116,118,118,56,62,65,30,35,29,13,16,6,3,3,1,1,0,97,96,24,28,17,13,7,7,0,72,54,18,11,65,1,17,16
52405052,0,,,428,189,239,39,23,16,388,166,222,187,96,91,384,163,221,380,160,220,201,70,131,136,37,99,76,17,59,5,1,4,2,0,2,155,154,47,49,29,14,11,3,1,107,81,26,7,106,2,36,26
52405053,0,,,262,122,140,23,15,8,239,107,132,125,62,63,235,105,130,234,105,129,114,45,69,50,18,32,16,2,14,4,0,4,1,0,1,109,109,36,32,20,13,3,2,3,72,50,22,3,75,2,24,13
52405054,0,,,371,169,202,37,12,25,333,156,177,183,90,93,329,156,173,325,154,171,150,66,84,57,28,29,22,7,15,0,0,0,2,0,2,160,160,51,55,28,16,5,0,5,107,88,19,10,99,0,26,23
52405055,0,,,294,152,142,18,11,7,275,140,135,143,73,70,268,135,133,261,129,132,132,67,65,70,35,35,17,5,12,1,1,0,2,0,2,124,124,30,51,19,16,7,1,0,94,76,18,6,86,0,19,33
52405056,0,,,144,68,76,16,9,7,128,59,69,67,31,36,126,59,67,122,58,64,61,28,33,36,18,18,10,2,8,2,1,1,0,0,0,59,59,17,15,18,4,3,2,0,41,33,8,3,40,0,13,11
52405057,0,,,376,176,200,54,31,23,320,143,177,193,93,100,312,140,172,304,136,168,127,50,77,64,28,36,8,2,6,0,0,0,0,0,0,164,164,49,56,32,16,11,0,0,114,103,11,10,83,11,20,29
52405058,0,,,305,147,158,38,15,23,267,132,135,137,68,69,259,126,133,255,125,130,130,64,66,67,35,32,18,8,10,2,0,2,2,0,2,121,121,25,42,29,17,7,1,0,96,78,18,6,78,4,15,27
52405059,0,,,272,123,149,35,17,18,237,106,131,151,67,84,231,101,130,224,100,124,86,39,47,28,11,17,14,2,12,0,0,0,2,1,1,108,108,19,47,19,16,4,3,0,88,74,14,8,56,6,10,17
52405060,0,,,229,115,114,16,9,7,212,105,107,90,45,45,207,103,104,204,102,102,122,60,62,66,31,35,24,8,16,1,0,1,1,0,1,105,105,36,36,17,11,4,1,0,69,54,15,6,80,0,27,24
52405061,0,,,112,54,58,8,3,5,104,51,53,48,27,21,102,49,53,102,49,53,56,24,32,28,12,16,9,2,7,1,0,1,0,0,0,50,50,11,23,10,5,1,0,0,39,34,5,2,36,0,10,9
52405062,0,,,116,63,53,13,10,3,103,53,50,50,30,20,101,52,49,99,51,48,53,23,30,29,13,16,10,3,7,2,0,2,0,0,0,47,47,14,14,8,6,4,1,0,33,24,9,2,34,0,10,6
52405063,0,,,168,82,86,17,10,7,151,72,79,96,47,49,148,71,77,147,70,77,55,25,30,25,9,16,9,3,6,2,1,1,1,0,1,64,63,12,23,12,13,1,2,0,51,40,11,6,35,0,8,12
52405064,0,,,107,52,55,15,7,8,92,45,47,49,23,26,89,45,44,87,44,43,43,22,21,22,12,10,5,2,3,1,0,1,4,2,2,41,41,9,16,7,3,4,1,1,32,25,7,3,28,0,7,7
52405065,1,,52405074,85,41,44,4,0,4,85,43,42,39,21,18,85,43,42,84,43,41,46,22,24,25,13,12,7,5,2,2,2,0,0,0,0,38,38,11,15,8,6,0,0,0,29,25,4,1,27,0,6,10
52405066,0,,,80,35,45,10,3,7,70,32,38,43,23,20,66,28,38,61,26,35,27,9,18,14,3,11,3,0,3,0,0,0,0,0,0,25,25,5,6,5,3,3,1,2,20,11,9,2,17,0,3,3
52405067,0,,,129,64,65,14,9,5,115,55,60,62,27,35,112,54,58,107,52,55,53,28,25,29,15,14,10,5,5,1,1,0,0,0,0,44,44,7,15,13,2,3,1,3,37,25,12,4,31,0,3,11
52405068,0,,,38,21,17,6,4,2,32,17,15,21,9,12,31,16,15,31,16,15,11,8,3,4,2,2,2,1,1,0,0,0,0,0,0,16,16,4,8,1,1,1,1,0,12,10,2,1,9,0,2,4
52405070,0,,,36,16,20,2,2,0,34,14,20,16,8,8,33,14,19,33,14,19,18,6,12,10,1,9,6,0,6,0,0,0,1,0,1,17,17,7,5,2,2,1,0,0,10,7,3,0,13,0,6,1
52405071,0,,,36,14,22,1,0,1,35,14,21,19,7,12,32,13,19,32,13,19,16,7,9,6,2,4,3,2,1,0,0,0,0,0,0,16,15,2,7,5,1,0,0,0,13,11,2,0,9,0,0,4
52405072,0,,,20,10,10,0,0,0,20,10,10,8,6,2,20,10,10,20,10,10,12,4,8,10,3,7,4,2,2,1,0,1,0,0,0,10,10,3,4,3,0,0,0,0,7,6,1,0,7,0,1,2
52405074,2,52405065,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52405075,0,,,54,23,31,2,0,2,52,23,29,31,17,14,50,22,28,47,21,26,21,6,15,8,1,7,2,0,2,0,0,0,0,0,0,22,22,8,6,2,2,4,0,0,12,11,1,1,14,0,7,3
52405078,0,,,10,6,4,2,2,0,8,4,4,8,4,4,8,4,4,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,1,1,0,0,0,3,3,0,0,0,0,0,0
52405085,0,,,15,7,8,1,0,1,14,7,7,5,3,2,14,7,7,14,7,7,9,4,5,5,1,4,0,0,0,0,0,0,0,0,0,7,7,1,4,2,0,0,0,0,6,6,0,0,6,0,1,2
52405135,0,,,21,10,11,0,0,0,21,10,11,8,3,5,21,10,11,20,10,10,13,7,6,11,5,6,2,0,2,0,0,0,0,0,0,10,10,6,0,1,3,0,0,0,4,2,2,0,10,0,6,0
52405137,2,52405147,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52405140,1,,52405150;52405160,939,392,547,73,32,41,791,323,468,583,227,356,780,317,463,741,312,429,208,96,112,103,45,58,36,8,28,6,4,2,27,5,22,566,562,394,91,42,29,10,4,0,173,142,31,21,119,173,35,35
52405141,0,,,900,431,469,66,37,29,832,393,439,415,207,208,805,379,426,799,377,422,417,186,231,231,101,130,88,33,55,7,3,4,9,4,5,397,397,130,139,64,36,17,6,5,266,217,49,18,291,4,87,72
52405142,0,,,1156,547,609,78,37,41,1074,508,566,543,273,270,1052,497,555,1036,488,548,531,235,296,272,114,158,95,33,62,7,1,6,13,1,12,503,503,163,165,97,40,21,12,5,333,251,82,20,367,6,112,84
52405143,0,,,443,229,214,56,30,26,387,199,188,193,103,90,381,195,186,374,193,181,194,96,98,112,53,59,33,15,18,3,1,2,2,0,2,192,191,74,65,25,14,7,2,4,116,90,26,6,133,14,40,36
52405144,0,,,76,40,36,3,1,2,73,39,34,46,26,20,72,39,33,71,39,32,27,13,14,13,7,6,4,3,1,0,0,0,1,0,1,35,35,14,12,3,3,2,0,1,21,16,5,0,19,7,2,7
52405145,0,,,490,234,256,20,13,7,469,220,249,227,112,115,457,212,245,447,210,237,242,108,134,135,49,86,48,17,31,4,2,2,18,5,13,253,253,116,75,38,14,7,2,1,137,106,31,4,175,25,68,35
