KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001100001,T001100002,T001100003,T001100004,T001100005,T001100006,T001100007,T001100008,T001100009,T001100010,T001100011,T001100012,T001100013,T001100014,T001100015,T001100016,T001100017,T001100018,T001100019,T001100020,T001100021,T001100022,T001100023,T001100024,T001100025,T001100026,T001100027,T001100028,T001100029,T001100030,T001100031,T001100032,T001100033,T001100034,T001100035,T001100036,T001100037,T001100038,T001100039,T001100040,T001100041,T001100042,T001100043,T001100044,T001100045,T001100046,T001100047,T001100048,T001100049,T001100050
52405146,0,,,179,89,90,12,6,6,166,82,84,65,39,26,163,80,83,162,80,82,101,43,58,58,22,36,18,4,14,5,1,4,3,1,2,89,89,36,30,13,7,2,1,0,53,45,8,1,63,2,18,20
52405147,1,,52405137,120,59,61,2,1,1,122,59,63,59,31,28,120,58,62,119,57,62,63,28,35,27,10,17,7,3,4,1,0,1,0,0,0,63,63,23,29,9,4,0,0,0,42,38,4,0,48,0,15,15
52405148,1,,52405149,260,122,138,16,9,7,249,116,133,106,52,54,245,114,131,238,111,127,143,64,79,76,29,47,22,9,13,2,0,2,2,0,2,108,108,24,51,15,11,6,2,1,85,67,18,2,96,0,23,32
52405149,2,52405148,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52405150,2,52405140,,3,0,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52405151,0,,,67,30,37,12,5,7,55,25,30,44,22,22,53,23,30,52,22,30,11,3,8,3,0,3,1,0,1,0,0,0,1,0,1,22,22,2,9,3,4,2,2,0,20,15,5,0,9,0,2,1
52405152,0,,,455,228,227,36,18,18,412,204,208,270,143,127,404,198,206,395,195,200,142,61,81,73,29,44,25,5,20,1,0,1,9,6,3,193,193,58,62,35,25,11,1,1,134,109,25,12,100,4,24,22
52405153,0,,,273,137,136,36,20,16,236,116,120,163,85,78,229,114,115,223,110,113,73,31,42,25,7,18,10,3,7,0,0,0,4,1,3,107,107,32,33,15,13,9,3,2,75,58,17,9,53,3,12,11
52405154,2,52405155,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52405155,1,,52405154,751,350,401,56,28,28,693,320,373,323,154,169,671,310,361,663,305,358,370,166,204,215,81,134,96,26,70,19,2,17,11,5,6,340,339,137,115,45,27,13,4,2,204,161,43,15,235,12,84,60
52405157,0,,,34,19,15,1,1,0,33,18,15,10,6,4,33,18,15,33,18,15,23,12,11,11,5,6,5,3,2,0,0,0,0,0,0,17,17,5,9,2,0,1,0,0,12,12,0,1,15,0,5,7
52405158,0,,,82,41,41,5,3,2,77,38,39,33,17,16,76,38,38,75,37,38,44,21,23,15,8,7,4,2,2,0,0,0,0,0,0,41,41,13,21,1,6,0,0,0,28,27,1,0,29,0,10,15
52405159,0,,,124,60,64,4,2,2,120,58,62,59,30,29,119,57,62,118,57,61,61,28,33,33,14,19,13,7,6,2,1,1,0,0,0,50,50,13,20,6,6,2,2,1,37,28,9,1,39,0,9,12
52405160,2,52405140,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52405162,0,,,107,36,71,8,7,1,99,29,70,16,6,10,98,29,69,98,29,69,83,23,60,74,19,55,52,9,43,15,2,13,0,0,0,13,12,2,4,3,0,1,0,2,10,4,6,2,10,0,2,1
52405163,0,,,10,6,4,2,2,0,8,4,4,5,3,2,7,3,4,7,3,4,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,4,4,1,1,1,1,0,0,0,3,3,0,1,2,0,1,1
52405165,0,,,70,36,34,6,2,4,64,34,30,30,16,14,63,33,30,60,32,28,34,18,16,13,7,6,3,1,2,0,0,0,0,0,0,31,31,11,10,4,4,1,1,0,20,19,1,1,22,0,6,8
52405167,0,,,114,55,59,5,4,1,109,51,58,46,22,24,105,48,57,105,48,57,63,29,34,36,18,18,8,4,4,0,0,0,1,1,0,49,49,8,26,9,4,1,1,0,41,35,6,0,39,1,6,19
52405168,0,,,501,250,251,43,23,20,457,226,231,183,85,98,446,220,226,445,219,226,274,141,133,120,69,51,11,8,3,0,0,0,2,0,2,237,237,52,146,16,12,8,1,2,183,173,10,9,165,0,37,109
52405169,0,,,507,228,279,16,7,9,489,219,270,204,102,102,482,214,268,474,211,263,285,117,168,168,67,101,52,20,32,1,0,1,1,0,1,252,252,99,95,32,15,7,2,2,151,123,28,3,196,1,78,54
52405175,1,,52405185,65,32,33,7,4,3,61,31,30,37,18,19,59,29,30,59,29,30,24,13,11,11,7,4,6,3,3,0,0,0,6,0,6,34,34,20,8,4,5,0,0,0,17,16,1,3,15,6,5,7
52405177,0,,,47,26,21,4,1,3,43,25,18,21,12,9,43,25,18,43,25,18,22,13,9,9,6,3,2,2,0,0,0,0,0,0,0,19,19,5,4,8,0,2,0,0,14,12,2,1,14,0,4,3
52405178,0,,,31,16,15,1,0,1,30,16,14,10,6,4,29,15,14,28,15,13,20,10,10,9,4,5,1,0,1,0,0,0,0,0,0,13,13,2,8,2,0,0,0,1,11,9,2,0,11,0,2,7
52405179,0,,,53,23,30,4,0,4,49,23,26,19,9,10,49,23,26,49,23,26,30,14,16,17,7,10,4,2,2,0,0,0,0,0,0,23,23,6,9,4,3,1,0,0,17,11,6,0,18,0,4,7
52405181,2,52405191,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52405182,2,52405191,,6,5,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52405185,2,52405175,,3,3,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52405187,0,,,13,7,6,0,0,0,13,7,6,6,4,2,13,7,6,13,7,6,7,3,4,5,2,3,2,1,1,0,0,0,1,0,1,6,6,1,4,0,1,0,0,0,5,4,1,0,5,0,0,1
52405188,0,,,269,104,165,9,4,5,260,100,160,88,47,41,259,100,159,258,100,158,172,53,119,133,32,101,85,20,65,16,1,15,1,0,1,71,68,16,24,12,9,4,2,1,52,40,12,3,54,0,14,13
52405189,0,,,144,78,66,9,6,3,135,72,63,69,39,30,132,69,63,127,65,62,66,33,33,29,13,16,10,4,6,1,0,1,2,2,0,55,55,13,20,9,7,4,0,2,41,31,10,4,45,0,11,13
52405191,1,,52405181;52405182,22,9,13,0,0,0,33,17,16,12,6,6,32,17,15,32,17,15,21,11,10,16,8,8,9,3,6,0,0,0,0,0,0,10,10,3,7,4,1,0,0,0,12,9,3,0,13,0,3,5
52405192,0,,,11,6,5,1,0,1,10,6,4,7,5,2,9,5,4,8,4,4,3,1,2,1,0,1,1,0,1,0,0,0,0,0,0,5,5,3,0,0,2,0,0,0,2,1,1,1,3,0,2,0
52405196,0,,,64,55,9,0,0,0,64,55,9,59,53,6,64,55,9,64,55,9,5,2,3,3,2,1,0,0,0,0,0,0,0,0,0,6,5,3,1,1,0,0,0,0,2,2,0,0,2,0,0,1
52405197,0,,,104,58,46,7,4,3,97,54,43,44,24,20,95,53,42,94,52,42,53,30,23,28,13,15,12,6,6,1,0,1,0,0,0,44,44,14,15,7,5,1,0,2,30,16,14,2,37,0,9,7
52405198,0,,,97,52,45,8,5,3,89,47,42,49,28,21,88,46,42,86,45,41,40,19,21,23,8,15,13,3,10,0,0,0,0,0,0,33,33,9,8,5,4,3,2,2,24,11,13,2,26,0,8,2
52405199,0,,,66,34,32,5,4,1,61,30,31,33,18,15,60,30,30,59,30,29,28,12,16,18,6,12,8,1,7,2,0,2,0,0,0,24,24,4,9,5,2,3,1,0,20,13,7,2,19,0,4,3
52405260,0,,,592,277,315,36,16,20,553,258,295,247,130,117,540,254,286,535,252,283,306,128,178,171,58,113,57,15,42,5,0,5,2,1,1,272,272,94,107,32,21,7,9,2,178,139,39,8,207,1,65,66
52405261,0,,,312,151,161,12,3,9,300,148,152,139,76,63,292,145,147,290,144,146,161,72,89,101,46,55,40,15,25,6,0,6,0,0,0,135,135,40,46,30,10,6,1,2,93,66,27,4,102,1,29,22
52405262,0,,,433,213,220,22,12,10,411,201,210,217,119,98,397,195,202,390,191,199,194,82,112,100,34,66,30,7,23,2,0,2,1,0,1,182,182,47,74,30,16,7,7,1,134,99,35,5,139,1,35,39
52405263,0,,,57,34,23,2,1,1,55,33,22,33,20,13,55,33,22,54,32,22,22,13,9,11,7,4,2,2,0,0,0,0,1,0,1,22,22,3,9,6,2,2,0,0,19,14,5,1,14,0,2,3
52405265,0,,,38,17,21,3,1,2,35,16,19,13,6,7,34,15,19,33,15,18,22,10,12,8,2,6,2,1,1,0,0,0,0,0,0,17,17,5,9,0,1,1,1,0,11,8,3,1,17,0,5,5
52405270,0,,,20,12,8,1,0,1,19,12,7,12,9,3,18,11,7,18,11,7,7,3,4,5,3,2,2,1,1,0,0,0,0,0,0,8,8,3,1,3,0,0,1,0,4,3,1,0,4,0,0,1
52405271,0,,,63,31,32,6,4,2,57,27,30,31,15,16,56,26,30,56,26,30,26,12,14,18,7,11,3,1,2,0,0,0,2,1,1,26,26,9,4,8,3,2,0,0,17,11,6,1,17,0,6,1
52405272,0,,,55,32,23,1,1,0,54,31,23,32,20,12,53,31,22,51,29,22,22,11,11,13,4,9,3,2,1,1,1,0,0,0,0,26,26,10,7,5,4,0,0,0,16,11,5,1,16,4,3,3
52405273,0,,,445,212,233,38,13,25,407,199,208,176,94,82,403,197,206,399,193,206,231,105,126,109,46,63,39,14,25,2,1,1,1,0,1,199,199,71,72,28,11,9,4,4,128,98,30,7,158,3,52,41
52405274,0,,,73,38,35,2,1,1,71,37,34,42,22,20,70,37,33,69,37,32,29,15,14,20,9,11,7,4,3,0,0,0,0,0,0,30,30,6,9,13,0,2,0,0,24,19,5,0,19,0,2,4
52405275,0,,,2293,1146,1147,185,97,88,2073,1021,1052,1104,602,502,2039,1004,1035,1953,953,1000,969,419,550,529,215,314,184,62,122,14,1,13,35,20,15,1158,1156,556,317,140,79,45,13,6,590,470,120,48,670,107,241,160
52405276,0,,,209,99,110,14,6,8,195,93,102,93,49,44,192,91,101,188,89,99,102,44,58,53,18,35,16,4,12,0,0,0,2,1,1,101,101,42,30,20,4,2,1,2,59,43,16,2,71,3,22,13
52405280,0,,,218,114,104,23,15,8,195,99,96,112,62,50,193,97,96,190,97,93,83,37,46,45,18,27,17,5,12,0,0,0,0,0,0,80,80,17,32,9,11,4,4,3,63,46,17,9,55,0,10,17
52405281,0,,,182,79,103,13,3,10,168,75,93,67,28,39,166,75,91,165,74,91,101,47,54,41,19,22,18,8,10,0,0,0,1,1,0,83,83,22,43,6,6,5,0,1,60,49,11,2,66,0,15,31
52405282,0,,,118,55,63,8,2,6,110,53,57,42,19,23,110,53,57,110,53,57,68,34,34,26,13,13,6,2,4,0,0,0,0,0,0,69,69,33,27,5,4,0,0,0,35,33,2,4,47,2,23,18
52405283,0,,,293,147,146,20,10,10,273,137,136,136,75,61,267,134,133,261,128,133,137,62,75,83,33,50,23,8,15,1,0,1,1,0,1,127,127,32,57,19,13,3,1,2,93,73,20,5,99,1,25,30
52405284,0,,,611,354,257,42,30,12,532,292,240,332,207,125,529,290,239,484,260,224,200,85,115,97,34,63,40,11,29,3,2,1,5,3,2,374,373,244,73,33,7,9,3,4,126,105,21,9,137,81,46,36
52405285,0,,,2306,1276,1030,172,87,85,2098,1161,937,1314,819,495,2041,1134,907,1847,973,874,784,342,442,433,176,257,147,39,108,17,3,14,44,26,18,1322,1318,795,296,111,66,39,9,2,520,463,57,50,515,287,216,144
52405286,0,,,547,276,271,39,18,21,507,257,250,281,156,125,499,253,246,484,244,240,226,101,125,121,48,73,42,15,27,4,2,2,4,0,4,257,257,107,86,22,22,13,3,4,149,117,32,9,159,30,48,44
52405290,0,,,123,68,55,5,4,1,118,64,54,55,36,19,118,64,54,117,63,54,63,28,35,34,12,22,15,5,10,0,0,0,6,6,0,60,60,24,17,14,3,1,1,0,36,27,9,3,43,2,16,7
52405291,0,,,88,46,42,2,2,0,86,44,42,40,22,18,84,43,41,83,42,41,46,22,24,26,8,18,8,2,6,0,0,0,0,0,0,44,44,16,18,6,2,2,0,0,28,22,6,0,33,0,11,10
52405292,0,,,56,28,28,5,2,3,51,26,25,23,9,14,50,26,24,50,26,24,28,17,11,13,7,6,3,1,2,0,0,0,0,0,0,23,23,5,11,2,2,3,0,0,18,12,6,1,18,0,3,7
52405293,0,,,24,17,7,0,0,0,24,17,7,14,11,3,24,17,7,19,13,6,10,6,4,5,3,2,1,0,1,0,0,0,0,0,0,18,18,14,2,2,0,0,0,0,4,3,1,0,6,6,2,2
52405294,0,,,459,279,180,44,20,24,415,259,156,357,233,124,403,254,149,347,213,134,58,26,32,30,10,20,9,3,6,0,0,0,1,0,1,288,288,201,39,25,14,6,2,1,87,78,9,9,46,118,18,11
52405295,0,,,724,414,310,65,32,33,649,374,275,518,316,202,636,368,268,549,308,241,131,58,73,51,19,32,16,5,11,0,0,0,6,5,1,444,444,291,77,37,28,10,1,0,153,138,15,18,91,142,26,27
52405296,0,,,419,226,193,24,15,9,394,210,184,215,137,78,390,207,183,375,194,181,179,73,106,94,28,66,34,9,25,2,0,2,3,2,1,214,214,106,56,26,14,7,3,2,108,79,29,8,124,33,41,28
52406004,1,,52406014,45,23,22,0,0,0,52,29,23,24,14,10,52,29,23,52,29,23,28,15,13,10,4,6,3,2,1,1,1,0,6,3,3,23,23,14,12,2,2,1,0,0,16,13,3,0,19,3,5,7
52406010,0,,,258,82,176,0,0,0,258,82,176,0,0,0,258,82,176,258,82,176,258,82,176,240,76,164,138,40,98,14,2,12,0,0,0,42,39,0,39,0,0,0,0,0,39,39,0,0,39,0,0,39
52406011,2,52406021,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52406014,2,52406004,,12,9,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52406020,0,,,21,9,12,1,1,0,20,8,12,11,5,6,20,8,12,20,8,12,9,3,6,6,2,4,4,1,3,0,0,0,0,0,0,6,6,0,0,4,1,1,0,0,6,1,5,1,5,0,0,0
52406021,1,,52406011,24,12,12,0,0,0,31,15,16,17,9,8,31,15,16,29,14,15,14,6,8,10,5,5,4,2,2,1,0,1,0,0,0,10,10,4,1,3,4,0,0,0,8,4,4,0,9,0,3,0
52406024,1,,52406034,13,6,7,0,0,0,17,8,9,9,4,5,17,8,9,17,8,9,8,4,4,8,4,4,4,3,1,0,0,0,0,0,0,4,4,1,1,3,0,1,0,0,5,4,1,0,5,0,1,0
52406025,1,,52406026,17,6,11,0,0,0,21,8,13,9,4,5,21,8,13,20,8,12,12,4,8,8,1,7,4,1,3,0,0,0,0,0,0,8,8,4,4,0,1,1,0,0,6,4,2,0,10,0,4,2
52406026,2,52406025,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52406031,0,,,104,52,52,2,1,1,102,51,51,44,24,20,102,51,51,101,50,51,58,27,31,36,14,22,15,7,8,2,1,1,0,0,0,38,38,7,14,6,7,1,3,0,31,20,11,0,35,0,5,9
52406032,0,,,11,4,7,2,0,2,9,4,5,7,3,4,9,4,5,8,4,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,4,1,1,1,0,1,0,0,3,2,1,0,1,0,0,1
52406033,0,,,17,9,8,2,2,0,15,7,8,6,2,4,14,6,8,14,6,8,9,5,4,3,1,2,2,0,2,0,0,0,0,0,0,6,6,1,2,2,0,0,1,0,5,2,3,0,5,0,1,1
52406034,2,52406024,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52406035,0,,,14,8,6,0,0,0,14,8,6,6,3,3,14,8,6,14,8,6,8,5,3,3,2,1,2,2,0,0,0,0,1,0,1,6,6,1,2,3,0,0,0,0,5,4,1,0,5,0,1,1
52406041,0,,,65,30,35,2,1,1,63,29,34,35,17,18,60,27,33,60,27,33,28,12,16,17,9,8,6,3,3,0,0,0,1,0,1,26,26,4,10,7,5,0,0,0,22,17,5,1,17,0,1,4
52406042,2,52406043,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52406043,1,,52406042,24,11,13,4,1,3,26,12,14,13,7,6,22,10,12,22,10,12,13,5,8,4,1,3,1,0,1,0,0,0,0,0,0,6,6,2,2,3,0,0,0,2,7,4,3,0,9,0,2,2
52406045,0,,,49,27,22,1,0,1,48,27,21,26,15,11,48,27,21,47,26,21,22,12,10,7,3,4,3,1,2,0,0,0,0,0,0,17,17,2,5,5,4,0,1,0,15,12,3,0,13,0,1,4
52406051,0,,,62,34,28,4,4,0,58,30,28,29,19,10,57,30,27,57,30,27,29,11,18,11,1,10,5,1,4,0,0,0,0,0,0,24,24,7,6,6,3,0,1,1,17,12,5,1,18,0,4,3
52406052,0,,,74,33,41,3,1,2,71,32,39,32,15,17,70,32,38,69,32,37,39,17,22,15,4,11,7,2,5,0,0,0,0,0,0,35,35,10,15,7,2,1,0,0,25,20,5,0,27,0,8,7
52406055,0,,,35,18,17,3,2,1,32,16,16,14,7,7,32,16,16,32,16,16,18,9,9,11,4,7,4,1,3,0,0,0,0,0,0,14,14,4,4,3,1,2,0,0,10,7,3,0,11,0,3,3
52406060,2,52406071,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52406061,0,,,92,46,46,8,6,2,83,40,43,37,21,16,83,40,43,82,39,43,46,19,27,20,6,14,8,3,5,0,0,0,0,0,0,36,36,7,15,7,4,1,1,1,28,19,9,1,31,0,4,7
52406062,0,,,66,29,37,2,0,2,64,29,35,22,12,10,62,27,35,62,27,35,42,17,25,17,6,11,3,0,3,0,0,0,0,0,0,34,34,13,14,5,1,0,1,0,21,17,4,0,28,0,9,9
52406065,0,,,30,16,14,3,2,1,27,14,13,15,9,6,26,14,12,26,14,12,12,5,7,7,3,4,4,1,3,0,0,0,1,0,1,10,10,0,3,4,3,0,0,0,10,7,3,1,9,0,0,1
52406066,0,,,32,16,16,3,1,2,29,15,14,9,4,5,29,15,14,29,15,14,20,11,9,8,3,5,5,2,3,0,0,0,0,0,0,13,13,4,5,2,1,0,0,1,9,6,3,0,11,0,3,3
52406067,0,,,49,25,24,4,2,2,45,23,22,20,10,10,45,23,22,44,23,21,25,13,12,10,4,6,5,2,3,0,0,0,0,0,0,20,20,7,6,4,1,0,1,1,13,9,4,2,18,0,5,4
52406069,2,52406079,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52406070,0,,,93,47,46,7,5,2,86,42,44,34,19,15,86,42,44,86,42,44,52,23,29,15,5,10,4,1,3,1,0,1,0,0,0,40,40,11,17,8,1,0,1,2,29,24,5,2,32,0,7,12
52406071,1,,52406060,66,38,28,5,3,2,64,37,27,30,19,11,63,36,27,63,36,27,34,18,16,13,7,6,4,1,3,0,0,0,0,0,0,26,26,5,10,9,1,0,1,1,22,15,7,0,21,0,4,5
52406075,0,,,44,22,22,1,1,0,43,21,22,17,9,8,43,21,22,43,21,22,26,12,14,14,7,7,6,2,4,0,0,0,0,0,0,20,20,5,8,5,2,0,0,0,15,11,4,1,17,0,5,6
52406076,0,,,200,102,98,14,7,7,186,95,91,86,46,40,185,94,91,184,94,90,100,49,51,46,23,23,20,9,11,2,1,1,1,0,1,78,78,17,27,17,9,6,2,0,61,41,20,5,61,0,11,18
52406077,0,,,253,118,135,21,10,11,232,108,124,101,48,53,227,107,120,225,106,119,131,60,71,69,30,39,26,9,17,1,1,0,3,0,3,100,100,29,30,20,10,4,6,1,69,50,19,3,83,0,24,17
52406078,0,,,192,100,92,7,1,6,184,98,86,82,47,35,179,94,85,176,94,82,102,51,51,47,20,27,21,7,14,1,1,0,2,1,1,81,81,21,31,14,10,3,2,0,60,47,13,1,65,0,13,23
52406079,1,,52406069,169,83,86,3,3,0,168,81,87,70,36,34,166,79,87,165,79,86,98,45,53,59,26,33,21,8,13,2,0,2,0,0,0,76,76,22,35,11,3,2,4,0,52,42,10,1,65,0,17,18
52406080,0,,,86,34,52,6,2,4,80,32,48,34,17,17,78,32,46,78,32,46,46,15,31,28,7,21,14,1,13,1,0,1,0,0,0,33,32,9,12,8,1,2,0,0,22,22,0,1,21,0,6,6
52406085,0,,,58,28,30,3,2,1,55,26,29,26,12,14,54,26,28,54,26,28,29,14,15,15,8,7,7,2,5,0,0,0,0,0,0,23,23,4,9,7,2,0,0,1,19,12,7,2,17,0,2,5
52406086,0,,,117,55,62,3,0,3,113,55,58,54,26,28,110,54,56,110,54,56,59,29,30,30,13,17,10,6,4,0,0,0,0,0,0,48,48,10,21,9,4,3,0,1,37,27,10,1,37,0,7,15
52406087,1,,52406098,102,54,48,7,5,2,98,51,47,51,31,20,96,49,47,94,48,46,47,20,27,31,12,19,12,2,10,3,0,3,1,0,1,41,41,8,17,8,7,1,1,0,34,28,6,1,29,0,6,10
52406090,0,,,52,26,26,7,4,3,45,22,23,29,14,15,44,22,22,44,22,22,16,8,8,6,1,5,2,1,1,0,0,0,2,0,2,21,21,2,12,4,1,2,0,0,18,17,1,1,11,0,2,3
52406093,2,52406094,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52406094,1,,52406093,159,77,82,8,3,5,156,77,79,68,36,32,155,76,79,153,74,79,88,41,47,32,10,22,12,1,11,1,0,1,0,0,0,58,58,9,24,15,6,4,3,0,51,33,18,2,51,0,7,16
52406095,0,,,187,91,96,8,5,3,178,85,93,77,37,40,174,85,89,172,84,88,101,48,53,47,20,27,26,10,16,3,0,3,0,0,0,74,74,19,25,12,10,6,2,0,55,36,19,2,59,0,14,14
52406096,0,,,137,67,70,7,4,3,130,63,67,70,37,33,129,62,67,128,61,67,60,26,34,32,10,22,13,3,10,1,0,1,0,0,0,53,53,11,20,8,10,2,2,0,42,29,13,1,44,0,9,9
52406098,2,52406087,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52406100,1,,52406101,43,23,20,3,1,2,43,24,19,25,14,11,42,24,18,40,23,17,18,10,8,12,5,7,9,4,5,2,1,1,0,0,0,14,14,4,5,2,1,3,0,1,12,8,4,1,12,0,2,2
52406101,2,52406100,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52406107,2,52406108,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52406108,1,,52406107,63,34,29,1,1,0,64,34,30,23,16,7,64,34,30,64,34,30,41,18,23,24,10,14,7,4,3,1,0,1,0,0,0,26,26,5,11,8,2,0,1,0,22,17,5,1,26,0,5,8
52406109,0,,,16,9,7,2,1,1,14,8,6,5,3,2,14,8,6,14,8,6,9,5,4,5,2,3,1,0,1,0,0,0,0,0,0,7,7,2,3,0,2,0,0,0,5,4,1,1,6,0,2,1
52406110,0,,,10,5,5,0,0,0,10,5,5,1,0,1,10,5,5,10,5,5,9,5,4,7,4,3,3,2,1,0,0,0,0,0,0,7,7,5,1,1,0,0,0,0,2,2,0,0,7,0,5,1
52406114,2,52406115,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52406115,1,,52406114;52406133,31,14,17,3,2,1,39,19,20,17,9,8,39,19,20,39,19,20,22,10,12,7,2,5,4,0,4,0,0,0,2,2,0,13,13,3,6,6,1,1,0,0,13,12,1,2,14,1,2,3
52406119,0,,,10,5,5,0,0,0,10,5,5,3,1,2,10,5,5,10,5,5,7,4,3,4,2,2,2,1,1,0,0,0,0,0,0,4,4,1,1,1,1,0,0,0,3,1,2,0,4,0,1,1
52406120,2,52406121,,19,7,12,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52406121,1,,52406120,6,4,2,0,0,0,25,11,14,5,4,1,25,11,14,25,11,14,20,7,13,20,7,13,11,3,8,3,1,2,0,0,0,1,1,0,3,0,0,0,1,0,4,3,1,0,4,0,0,2
52406125,0,,,44,22,22,6,2,4,38,20,18,23,11,12,38,20,18,38,20,18,15,9,6,5,2,3,2,0,2,0,0,0,0,0,0,14,14,5,2,0,3,2,1,1,9,5,4,2,12,0,4,2
52406131,0,,,18,9,9,0,0,0,18,9,9,9,6,3,18,9,9,17,8,9,9,3,6,6,1,5,5,1,4,1,0,1,0,0,0,6,6,2,1,1,1,0,0,1,4,2,2,0,5,0,2,0
52406133,2,52406115,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52406138,2,52406148,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52406142,2,52406152,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52406147,0,,,20,9,11,0,0,0,20,9,11,12,5,7,20,9,11,20,9,11,8,4,4,6,3,3,4,2,2,0,0,0,0,0,0,8,8,3,1,2,1,1,0,0,5,2,3,0,6,0,2,0
52406148,1,,52406138;52406149,35,18,17,7,4,3,37,17,20,21,10,11,37,17,20,37,17,20,16,7,9,7,3,4,1,1,0,0,0,0,0,0,0,15,15,6,8,4,1,0,1,0,14,14,0,1,11,0,4,4
